backend,dataset,height,scheme,active_records,width,max_bucket,query_samples,completed_queries,setup_ms,client_query_ms,server_total_ms,server_parallel_ms,client_decode_ms,offline_kb,online_upload_kb,online_download_kb,online_total_kb,evidence,stored_records
SimplePIR-full-api,FuelLabs SMT test vectors,128,PBC-SMT,198,14,,50,50,3.863014999999999,9.168035379999964,0.03270798000000001,0.003917400000000001,0.2837086000000003,6144,6,6,12,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,,50,50,2.146616,5.8437578599999975,0.02197014,0.00388992,0.1333074999999997,3456,2.53125,3.375,5.90625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
PIANO-local-runner,Polygon zkEVM recent,128,PBC-SMT,766,17,136,50,850,18.638,3.985,0.0,0.0,0.0,172.40625,86.328125,6.640625,92.96875,PIANO executable runner over the exact real-workload bucket-size vector,2298
PIANO-local-runner,Polygon zkEVM recent,128,SparseTreePIR,766,11,70,50,385,4.943,1.108,0.0,0.0,0.0,73.21875,27.070312,3.007812,30.078125,PIANO executable runner over the exact real-workload bucket-size vector,766
PIANO-local-runner,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,385,50,1050,82.173,8.557,0.004,0.004,0.0,435.09375,172.265625,8.203125,180.46875,PIANO executable runner over the exact real-workload bucket-size vector,8082
PIANO-local-runner,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,193,50,700,33.994,5.573,0.0,0.0,0.0,193.5,82.03125,5.46875,87.5,PIANO executable runner over the exact real-workload bucket-size vector,2694
PIANO-local-runner,Polygon zkEVM broad,128,PBC-SMT,14078,26,1625,50,1300,508.168,21.495,0.0,0.0,0.0,1424.4375,416.40625,10.15625,426.5625,PIANO executable runner over the exact real-workload bucket-size vector,42234
PIANO-local-runner,Polygon zkEVM broad,128,SparseTreePIR,14078,17,829,50,850,116.267,7.446,0.0,0.0,0.0,594.46875,199.21875,6.640625,205.859375,PIANO executable runner over the exact real-workload bucket-size vector,14078
PIANO-local-runner,ZKsync Era sample,128,PBC-SMT,1910,20,287,50,1000,58.388,7.146,0.002,0.002,0.0,346.875,140.625,7.8125,148.4375,PIANO executable runner over the exact real-workload bucket-size vector,5730
PIANO-local-runner,ZKsync Era sample,128,SparseTreePIR,1910,13,147,50,650,16.157,3.201,0.089,0.089,0.0,136.5,66.015625,5.078125,71.09375,PIANO executable runner over the exact real-workload bucket-size vector,1910
PIANO-local-runner,ZKsync Era broad,128,PBC-SMT,15478,26,1786,50,1300,584.197,23.569,0.025,0.019,0.0,1503.9375,436.71875,10.15625,446.875,PIANO executable runner over the exact real-workload bucket-size vector,46434
PIANO-local-runner,ZKsync Era broad,128,SparseTreePIR,15478,17,911,50,850,115.43,7.701,0.0,0.0,0.0,623.15625,205.859375,6.640625,212.5,PIANO executable runner over the exact real-workload bucket-size vector,15478
PIANO-local-runner,FuelLabs SMT test vectors,128,PBC-SMT,198,14,43,50,336,3.615,0.894,0.0,0.0,0.0,60.75,19.5,2.625,22.125,PIANO executable runner over the exact real-workload bucket-size vector,594
PIANO-local-runner,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,23,50,126,1.664,0.267,0.0,0.0,0.0,27.0,5.90625,0.984375,6.890625,PIANO executable runner over the exact real-workload bucket-size vector,198
