case,method,repeat,leaves,records,m,buckets,max_bucket,rounded_entries,pir_dimensions,L,M,matrix_rows,matrix_cols,lwe_dimension,plaintext_modulus,ciphertext_logq,noise_sigma,base_p_digits,PIR_calls,proofs,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,query_matrix_payload_bytes,query_framed_bytes,answer_matrix_payload_bytes,answer_framed_bytes,online_framed_bytes,active_digest_payload_bytes,backend_rounded_raw_payload_bytes,bootstrap_framed_components_bytes,bootstrap_payload_bytes,combined_peak_rss_after_setup_bytes,combined_peak_rss_final_bytes,db_info_roundtrip_ms,db_info_serialized_bytes,encoded_db_bytes,hint_framed_bytes,hint_matrix_bytes,hint_roundtrip_ms,init_public_A_ms,initialized_databases,input_read_validate_ms,make_database_ms,max_padded_bucket_payload_bytes,parameter_selection_ms,persistent_setup_wall_ms,public_A_framed_bytes,public_A_matrix_bytes,public_A_roundtrip_ms,public_metadata_roundtrip_and_directory_ms,public_metadata_serialized_bytes,replicated_record_payload_bytes,setup_client_to_server_bytes,setup_hint_and_squish_ms,setup_server_to_client_serialized_components_bytes,unsquished_db_matrix_bytes,setup_serialized_payload_bytes,common_metadata_payload_bytes,digest_only_cache_bytes,full_cache_reference_bytes,source_input_sha256,result_sha256
uniform_n100000,ab,0,100000,199998,21,21,9552,9560,520x478,520,478,520,478,1024,991,32,6.4,26,21,10,18.0887112,0.0384714,14.4307484,0.0334768,0.6282187,0.0475815,2.8812995,0.0181965,40320,40832,43680,44192,85024,6399936,6424320,101889608,101888264,1276141568,1276141568,0.510613,2310,6988800,44728992,44728320,35.45150300000001,642.69823,21,697.646263,133.399592,6418944,1.015451,2091.838784,41116320,41115648,36.269453999999996,181.627636,16041986,6399936,0,344.68917099999993,101889608,20879040,101889608,14753044,6399936,21152980,d31201ec08209a7af5b7a6f8ea8dccab4acc62102848bf93a35da8964eee38d5,b9346f5f26b7e2b4205072244562d15f4aafb756c6b5bb1a8f06e29bbdafa83a
uniform_n100000,flat,0,100000,199998,21,1,199998,200024,2288x2273,2288,2273,2288,2273,1024,991,32,6.4,26,21,10,62.7834268,0.0286755,51.2590036,0.1803955,5.7839428,0.1347268,5.3666125000000005,0.0184523,191016,191528,192192,192704,384232,6399936,6400768,34723981,34723917,1277521920,1277521920,0.078538,113,6937216,9371680,9371648,4.448234,134.395592,1,658.167626,109.232271,6399936,0.805857,1636.649855,9310240,9310208,9.689501,219.022393,16041948,6399936,0,482.916918,34723981,20802496,34723981,14753044,6399936,21152980,4bb68311ad2c694fa7043566357af29283e63f759c911df84d8150829f117fa2,48ac5c047c93076baf1b718072397367ac68bdc616d5f4ea3cec7286df08ae8f
uniform_n100000,first_fit,0,100000,199998,21,21,52876,52900,1196x1150,1196,1150,1196,1150,1024,991,32,6.4,26,21,10,36.3809877,0.0220992,27.6118464,0.0596396,2.4789268,0.0586036,6.1215352,0.0185776,96768,97280,100464,100976,198256,6399936,35548800,217839188,217837844,1277673472,1277673472,0.7325609999999999,2315,38578176,102875808,102875136,79.85064799999999,1426.199806,21,639.338191,172.23874,35532672,0.967298,4954.70514,98919072,98918400,75.36642800000001,205.281269,16041993,6399936,0,2335.1327119999996,217839188,115533600,217839188,14753044,6399936,21152980,d92f0fc2b3ad84b6b96770e805517d3d793e6cd0e9db7882d0fb24fec9fe77b8,d0c0e8eda3cbc7204d5ef672a8a684ddd9ec1b75b7c609a5d40c582d5299022a
uniform_n100000,pbc,0,100000,199998,21,32,18993,19008,702x704,702,704,702,704,1024,991,32,6.4,26,32,10,34.3223162,0.0511854,26.7053645,0.0681962,1.601241,0.0602121,5.7889487,0.0368976,90240,91016,89856,90632,181648,6399936,19464192,204924854,204922806,1277534208,1277534208,0.835773,3552,21116160,92013568,92012544,70.022604,1336.8572940000001,32,1171.073109,407.036325,19448832,1.252676,4539.702401,92275712,92274688,79.667029,387.646988,20632022,19199808,0,1045.4960999999998,204924854,63258624,204924854,14753044,6399936,21152980,74c289b5ab2ea31c0ad941fe5f72e54c011cdf86b3e2affd6f1a36a8caf538ef,d668bb521594c64d8f91544a804a86893715ad042f047b1db53f91d3472a4085
uniform_n10000,ab,0,10000,19998,17,17,1179,1183,182x169,182,169,182,169,1024,991,32,6.4,26,17,10,5.417197,0.0716166,4.4105857,0.0110642,0.0928716,0.010493,0.7992639,0.0158525,11628,12044,12376,12792,24836,639936,643552,25975798,25974710,1280638976,1280638976,0.39574999999999994,1870,705432,12673568,12673024,11.072701,191.22649099999995,17,62.561596,21.47427,641376,0.940275,355.935372,11768352,11767808,8.735096,18.963222,1532008,639936,0,38.813107,25975798,2091544,25975798,1423072,639936,2063008,ef01ed77453c884022e1cb92d128ce0d5c5909dc88d5b3ae0edd852b38a81e0a,e3191c9def84d7abbe7839ae5a2e5f92419a309153a9a67a52c2a056dfc22f92
uniform_n10000,flat,0,10000,19998,17,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,17,10,14.5597597,0.0229361,12.950619,0.0580425,0.4322977,0.0589896,1.0122918,0.0184678,48756,49172,49504,49920,99092,639936,640640,7442681,7442617,1280483328,1280483328,0.062215,111,695968,2981920,2981888,1.43537,46.360238,1,68.779569,15.965965,639936,0.803409,198.666146,2928672,2928640,3.335906,19.26303,1531978,639936,0,40.922659,7442681,2082080,7442681,1423072,639936,2063008,916fd50ca66f2819b34ebad92b05631f5ec7f4aa060f846da5011e7c6da5ea09,f45fff3731b68bc17963ba6d78da6a944a0d89139f1ddfeacdc46099eeea29df
uniform_n10000,pbc,0,10000,19998,17,26,2379,2380,260x238,260,238,260,238,1024,991,32,6.4,26,26,10,10.1875823,0.033413,8.1280372,0.0197312,0.2475099,0.017508,1.7091223,0.02109,24960,25592,27040,27672,53264,639936,1980160,54986297,54984633,1291231232,1291231232,0.618369,2860,2163200,27689792,27688960,30.497731,367.87188100000003,26,124.004514,49.96087299999999,1979328,0.990036,736.4962,25346880,25346048,23.502428000000002,37.783617,1946765,1919808,0,97.14855400000002,54986297,6435520,54986297,1423072,639936,2063008,e2c951cec124d2e0dd7e5f352323cb8969781106551c6790ea2d06833b87b862,8abd6daffb21a0a9424417c195b0c13fabe29014d6bbbc01a47c9fa0cb0c5c90
uniform_n10000,first_fit,0,10000,19998,17,17,5646,5655,390x377,390,377,390,377,1024,991,32,6.4,26,17,10,11.4099339,0.023010700000000002,9.1966217,0.0194555,0.3575128,0.0206612,1.7657983,0.0176106,25704,26120,26520,26936,53056,639936,3076320,54942696,54941608,1290727424,1290727424,0.521958,1849,3341520,27157024,27156480,24.467786,421.023242,17,65.206256,20.986049,3071424,0.793804,739.867988,26251808,26251264,22.476560000000003,18.840526,1532015,639936,0,163.418339,54942696,9998040,54942696,1423072,639936,2063008,a5e27ae1bc4c77ab45e2c7f084a9c67bc236786e677773a2f9e91cf821bc74bd,d651d073417cee04ce8af7959a06fa2a44d93a1a16e471129df5dcd3a3a35c02
complete_h14,first_fit,0,16384,32766,14,14,16384,16406,676x631,676,631,676,631,1024,991,32,6.4,26,14,10,13.8910548,0.0162565,10.638434,0.027276,0.6535716,0.0325343,2.5066477000000003,0.0068159,35448,35792,37856,38200,73992,1048512,7349888,76966202,76965306,1291145216,1291145216,0.46742500000000003,1523,7987616,38764992,38764544,25.436978,570.5330660000001,14,113.623505,27.842723,7340032,0.874594,1232.498016,36184512,36184064,35.115784999999995,29.591788,2015175,1048512,0,425.673924,76966202,23887136,76966202,1829630,1048512,2878142,4d3b489950233807ca379a59976b048701aaa38f6cdb7f80ae0a90cdd69e938d,fc0c9944c3acd73511ef1dfa5ffa670e1e51d4d5bda92fac6d45de7c11c2b122
complete_h14,pbc,0,16384,32766,14,21,4789,4802,364x343,364,343,364,343,1024,991,32,6.4,26,21,10,12.7526508,0.0351626,10.2351514,0.0227893,0.415374,0.0217275,2.0043881,0.0074845,28980,29492,30576,31088,60580,1048512,3226944,63516720,63515376,1266388992,1266388992,0.5464480000000002,2310,3516240,31310496,31309824,22.670745,420.9314299999999,21,192.296582,85.918279,3218208,1.01949,978.472201,29504160,29503488,23.673163000000002,55.925296,2699754,3145536,0,169.15050799999997,63516720,10487568,63516720,1829630,1048512,2878142,9b65bdcff9eea52052f3ab5c19130036433bbea63a977e89a0c41c9ff1fd180c,7fccf9242a116ff393d747d0d7b5e611792d96298c3118b814db7d3728cfe178
complete_h14,ab,0,16384,32766,14,14,2354,2360,260x236,260,236,260,236,1024,991,32,6.4,26,14,10,5.3343958,0.0204094,4.1902183,0.0109996,0.1344395,0.0124936,0.9526221,0.0071988,13272,13616,14560,14904,28520,1048512,1057280,30460228,30459332,1288929280,1288929280,0.36233000000000004,1540,1150240,14909888,14909440,19.544453,203.99138200000002,14,114.893876,27.608824,1054592,0.970228,472.979963,13533632,13533184,13.622599000000001,30.924506,2015168,1048512,0,58.14164500000001,30460228,3436160,30460228,1829630,1048512,2878142,bef523467ce3e08d926a9e1de8466669774f68650d761645a9a7b96803a5ff7a,da06d71f0dcb1a179f2570ef22ce7a0b580e795a5639c65f8ac3b8dc44280ad5
complete_h14,flat,0,16384,32766,14,1,32766,32796,936x911,936,911,936,911,1024,991,32,6.4,26,14,10,15.4006053,0.020634800000000002,13.2357813,0.0500323,0.6704155,0.0546323,1.3563393,0.0065158,51072,51416,52416,52760,104176,1048512,1049472,9580631,9580567,1288900608,1288900608,0.060268,111,1138176,3833888,3833856,3.955953,62.694703,1,98.430079,23.912531,1048512,1.016506,291.915595,3731488,3731456,3.332208,28.728442,2015144,1048512,0,67.209879,9580631,3410784,9580631,1829630,1048512,2878142,364a0de102b3a4c45fc5f7e8a3a11f94cac0786be560d1890cb66d2007725814,fc3bb8b70ab976966dd994a09c548ba46932ef276f4454b4320b61a254765471
prefix64_n10000,first_fit,0,10000,19998,17,17,5738,5745,390x383,390,383,390,383,1024,991,32,6.4,26,17,10,10.8299568,0.0184714,8.6957095,0.019610700000000002,0.281431,0.0173238,1.7711007,0.016953199999999998,26112,26528,26520,26936,53464,639936,3125280,55340495,55339407,1288912896,1288912896,0.5541630000000001,1849,3394560,27157024,27156480,32.091553999999995,449.231914,17,82.852891,19.481740000000002,3121472,1.311128,804.669805,26669600,26669056,30.055161999999996,18.043914,1512022,639936,0,169.11343000000002,55340495,10157160,55340495,1403079,639936,2043015,430ad54f2f65d1a86f880514495865d5dbd6ebadbd855300f1c0028bdcb873ad,beeac0624cf37b0f278b94ab3d2d13453bc607d6854bdd02d01c926498a47a54
prefix64_n10000,flat,0,10000,19998,17,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,17,10,15.6296439,0.022157,13.8222948,0.0545772,0.4742052,0.0562013,1.1723069,0.0203131,48756,49172,49504,49920,99092,639936,640640,7422688,7422624,1294434304,1294434304,0.067472,111,695968,2981920,2981888,3.38556,50.556959,1,73.774076,16.645005,639936,0.816808,210.849386,2928672,2928640,3.327263,20.364038,1511985,639936,0,40.155947,7422688,2082080,7422688,1403079,639936,2043015,1c4ea69ba9865383f0db3641a4ac1928cdbb8abf5780e8ed11d1dabc0e9ab8fd,0d864ed241068af355e68c04c0db352e0e1d9b6c4f7042debfde306e9b513357
prefix64_n10000,ab,0,10000,19998,17,17,1181,1183,182x169,182,169,182,169,1024,991,32,6.4,26,17,10,5.6004127,0.0269077,4.5444835999999995,0.0106605,0.1177128,0.0115074,0.8646282,0.0159847,11628,12044,12376,12792,24836,639936,643552,25955805,25954717,1294528512,1294528512,0.44487899999999997,1870,705432,12673568,12673024,13.154009,207.127631,17,89.881596,23.683406,642464,1.099534,411.804552,11768352,11767808,10.496322000000001,22.313907,1512015,639936,0,41.306577000000004,25955805,2091544,25955805,1403079,639936,2043015,6dde51bacf86416045e48860f0ece593123af65926bea964cdd2351763ce9c9d,e2d4aab7f2b9f61f21d384bc4b26ba1515b8cf3e61911ef83a573b4c8fd1b74c
uniform_n1000,first_fit,0,1000,1998,13,13,580,580,130x116,130,116,130,116,1024,991,32,6.4,26,13,10,3.7295591,0.0181097,2.9381255,0.0156917,0.0510588,0.10843850000000001,0.5734952,0.0187432,6084,6404,6760,7080,13484,63936,241280,13254273,13253441,1293922304,1293922304,0.341046,1405,263640,6922656,6922240,10.686936,114.622125,13,11.499706,7.288839,241280,1.84341,171.652108,6177184,6176768,5.695997,2.703591,153028,63936,0,16.662302,13254273,784160,13254273,144091,63936,208027,21e636579a0561eb10324c231f477c083c24d824febe07fcaf0acd1c3ed54999,ad9e4572df62deafe978566c26342f1ed36ce3a6e9fa6b125c5275145219593c
uniform_n1000,flat,0,1000,1998,13,1,1998,1998,234x222,234,222,234,222,1024,991,32,6.4,26,13,10,4.5263498,0.0169825,4.1338982,0.0118536,0.0517879,0.0133507,0.27024940000000003,0.0146456,11544,11864,12168,12488,24352,63936,63936,2020949,2020885,1293996032,1293996032,0.059003,110,69264,958496,958464,0.897025,19.486152,1,14.864127,1.247368,63936,1.576074,48.50137,909344,909312,1.41987,4.351323,152999,63936,0,4.327444,2020949,207792,2020949,144091,63936,208027,caa37baaae4674569928c71f36a25296d91f11e36b02c1528a772924e1f81ddf,7cb55f86a35e4da13e43cf3dc2373377d12aed1b67138332e07df9fd37cae3c1
uniform_n1000,pbc,0,1000,1998,13,20,341,344,104x86,104,86,104,86,1024,991,32,6.4,26,20,10,5.8330565,0.0372877,4.8053392,0.0200049,0.0621445,0.0142938,0.864364,0.0227402,6960,7448,8320,8808,16256,63936,220160,15758016,15756736,1293905920,1293905920,0.44373100000000004,2160,241280,8520320,8519680,9.870977000000003,136.17479,20,21.92904,12.977030000000003,218240,1.338379,211.79141,7045760,7045120,7.10607,4.937831,189776,191808,0,16.409118,15758016,715520,15758016,144091,63936,208027,c20effd6c7d24a378edba641a663f4434bc88eb37d4f2a4b89f56fc77019b69b,a8271a765cabee2ff6b722df860c6b8c2abcc529ba01353282b67df17b48becf
uniform_n1000,ab,0,1000,1998,13,13,154,156,78x52,78,52,78,52,1024,991,32,6.4,26,13,10,1.9731645,0.0132137,1.6138848000000001,0.0095984,0.0155484,0.0040358,0.3003386,0.0132474,2808,3128,4056,4376,7504,63936,64896,7077497,7076665,1294012416,1294012416,0.346243,1404,73008,4153760,4153344,5.956137999999999,60.83975499999999,13,11.27561,6.478141000000001,64064,1.451557,99.148385,2769312,2768896,3.477919,2.469992,153021,63936,0,6.347923,7077497,210912,7077497,144091,63936,208027,bf11d2133d04c85bb829957c34fc019dddf05dabea408fc577071d99c5a3ba34,d8377650514fd20b12d4c65f764de973f680750cfdbb41083eb87e0cbdecf3e7
complete_h10,first_fit,0,1024,2046,10,10,1024,1029,182x147,182,147,182,147,1024,991,32,6.4,26,10,10,3.7623826,0.0202722,2.8879244,0.009668,0.0626208,0.0110148,0.7576733,0.006772,5880,6128,7280,7528,13656,65472,329280,13593538,13592898,1293955072,1293955072,0.28634400000000004,1082,356720,7455040,7454720,8.048365,119.55644300000002,10,12.224879,5.777429,327680,0.909673,179.394764,6021440,6021120,5.820429,2.811763,115976,65472,0,23.653487,13593538,1070160,13593538,106805,65472,172277,d695c25a8f0a1063b5718803b8426ac5402cf4e6ba96364cd31b14320b4f2d6a,988b6417fbc74518fa515b5164812a4a119f24b4479f48aae87cac80d8a2bec1
complete_h10,flat,0,1024,2046,10,1,2046,2052,234x228,234,228,234,228,1024,991,32,6.4,26,10,10,3.3831551,0.0156569,3.1109588,0.009558200000000001,0.0387661,0.010144799999999999,0.1904106,0.0041953,9120,9368,9360,9608,18976,65472,65664,2008479,2008415,1293848576,1293848576,0.050155,110,71136,958496,958464,0.847347,18.60789,1,13.561698,3.146945,65472,1.405504,46.169241,933920,933888,1.171843,2.845085,115953,65472,0,3.966153,2008479,213408,2008479,106805,65472,172277,365c08a721246aa267a6dde62c7dff73e07004aeeda4f09db29c8a52611dd172,22a999f903e843c06a57177c942582f2988ffd3388231699134604c9a1b90a02
complete_h10,pbc,0,1024,2046,10,15,446,450,130x90,130,90,130,90,1024,991,32,6.4,26,15,10,3.9779919,0.0321633,2.9512987,0.0113587,0.1815113,0.0367235,0.7425387,0.0076499,5400,5768,7800,8168,13936,65472,216000,13672057,13671097,1293860864,1293860864,0.381735,1620,234000,7987680,7987200,12.630507000000001,126.50859,15,21.908019,12.362886,214080,1.033598,208.331911,5530080,5529600,5.8791850000000005,7.122226,152677,196416,0,19.787172,13672057,702000,13672057,106805,65472,172277,0e776329f531025c0654ab72c98785e9bae94a664973d0af8c0424243f197987,5e088864925e7a9f07274039a1b5a5ef429f5d374d7f86083ddd0dfb0513c528
complete_h10,ab,0,1024,2046,10,10,205,207,78x69,78,69,78,69,1024,991,32,6.4,26,10,10,1.698056,0.0129807,1.4896017,0.0083602,0.0107307,0.0041659,0.164738,0.0039579,2760,3008,3120,3368,6376,65472,66240,6138809,6138169,1293905920,1293905920,0.31448000000000004,1080,71760,3195200,3194880,4.590514999999999,68.10294699999999,10,21.915639,5.331311,65600,1.275816,114.117299,2826560,2826240,3.016937,4.022988,115969,65472,0,5.108257000000001,6138809,215280,6138809,106805,65472,172277,b746f3993a63ce93c57a08a39e75fdb3b676e920403b836410c9b4920031af90,40739525f0aed99cf4d8daec4ce6b6b532961d1acd51eb63fe106e50cfe2d9a2
cluster90_n10000,pbc,0,10000,19998,27,41,1538,1544,208x193,208,193,208,193,1024,991,32,6.4,26,41,10,18.7756741,0.0778266,15.6309582,0.0329476,0.3226908,0.0257191,2.652306,0.0231418,31980,32972,34112,35104,68076,639936,2025728,69286872,69284248,1294024704,1294024704,1.0336369999999997,4510,2217280,34932000,34930688,46.149431999999976,594.9576500000002,41,141.337761,70.84041500000002,2017856,0.887653,1077.771086,32412960,32411648,34.696771,46.323078,1937402,1919808,0,136.15652100000003,69286872,6583616,69286872,1405050,639936,2044986,feb355ee4f0509c040579231170eafeca1de72fcd245f55d4ad7ec7df0fb25f9,a25886364991283a8c32a10ed54c300fe4d6dca732776dd706c5297884a6d0a9
cluster90_n10000,ab,0,10000,19998,27,27,1088,1092,182x156,182,156,182,156,1024,991,32,6.4,26,27,10,9.1924698,0.0355423,7.3950024,0.0185462,0.1703716,0.0167769,1.5282073999999999,0.0189066,16848,17504,19656,20312,37816,639936,943488,38898781,38897053,1294598144,1294598144,0.709954,2951,1022112,20128608,20127744,18.544238,307.3891500000001,27,81.426719,29.622111999999998,940032,1.166524,534.378183,17253216,17252352,14.285825,21.635156,1514006,639936,0,57.275264,38898781,3066336,38898781,1405050,639936,2044986,d4588d1c4bb9ecaedbed4581d4d4ab3d09eb4ac3c2e5accc19ca96944672f913,6f3ba105ade61ca398f59ee7e7f3b268d73dd1286981124e778c8106d83cd110
cluster90_n10000,flat,0,10000,19998,27,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,27,10,26.0787369,0.0329373,23.311082,0.0996039,0.7906377,0.0847603,1.7107918,0.023996200000000002,77436,78092,78624,79280,157372,639936,640640,7424659,7424595,1293717504,1293717504,0.099946,111,695968,2981920,2981888,3.861241,51.660515,1,72.890537,25.318653,639936,1.007372,230.243207,2928672,2928640,3.99593,22.566184,1513956,639936,0,46.824563,7424659,2082080,7424659,1405050,639936,2044986,e40277b87f34bd2a6b1f3afcd6ace6aaeab096ef5bc772477db2fd200028e77c,cd74c51d7dad8df8d8c3a6f7ccf66b51a1df945f108137e477c5846885f0e69e
cluster90_n10000,first_fit,0,10000,19998,27,27,5202,5205,390x347,390,347,390,347,1024,991,32,6.4,26,27,10,20.0911717,0.0318034,16.0277548,0.035661200000000004,0.6081726,0.0335347,3.3136164,0.0203326,37584,38240,42120,42776,81016,639936,4497120,83024979,83023251,1294548992,1294548992,0.7859569999999999,2934,4885920,43131744,43130880,50.62501,751.7971410000001,27,79.791314,32.408252,4494528,1.225182,1277.441914,38376288,38375424,49.442169,20.891089,1514013,639936,0,287.941514,83024979,14615640,83024979,1405050,639936,2044986,e00d0b01e68e6932b52b34e5d2658c67f63941ec0ec2f0981316ecd2b5e30050,aded32a1c7be625ae3b7dd4444554956aec8b4c2123a21456eb7bb8981e6bd2a
complete_h10,first_fit,1,1024,2046,10,10,1024,1029,182x147,182,147,182,147,1024,991,32,6.4,26,10,10,3.2181562,0.0183178,2.57513,0.010124,0.051422999999999996,0.0088081,0.5446694,0.0052663,5880,6128,7280,7528,13656,65472,329280,13593538,13592898,1294204928,1294204928,0.401462,1082,356720,7455040,7454720,11.282456,137.77918499999998,10,11.549537,7.245673,327680,1.220396,204.870133,6021440,6021120,6.5374099999999995,2.994043,115976,65472,0,25.503693,13593538,1070160,13593538,106805,65472,172277,d695c25a8f0a1063b5718803b8426ac5402cf4e6ba96364cd31b14320b4f2d6a,699e8b630ee71473a98f3597f73e5304e5642c97ac05bb9afa137a93f29d67e3
complete_h10,ab,1,1024,2046,10,10,205,207,78x69,78,69,78,69,1024,991,32,6.4,26,10,10,2.3140106,0.0208247,2.0191789,0.0054316,0.016185,0.0041815,0.2357012,0.0066351,2760,3008,3120,3368,6376,65472,66240,6138809,6138169,1294012416,1294012416,0.290016,1080,71760,3195200,3194880,4.600142000000001,66.703506,10,9.736185,5.925679000000001,65600,1.151683,101.126553,2826560,2826240,2.967711,2.556415,115969,65472,0,6.8587810000000005,6138809,215280,6138809,106805,65472,172277,b746f3993a63ce93c57a08a39e75fdb3b676e920403b836410c9b4920031af90,93667e2fcb828df1383750f25e7c2f67bbfaab70acdc3848ccf158899a89c1c1
complete_h10,flat,1,1024,2046,10,1,2046,2052,234x228,234,228,234,228,1024,991,32,6.4,26,10,10,3.8454028,0.0200388,3.465832,0.0235107,0.0436815,0.0064833,0.2569267,0.0038951,9120,9368,9360,9608,18976,65472,65664,2008479,2008415,1293991936,1293991936,0.047384,110,71136,958496,958464,0.867043,20.835829,1,8.21844,2.868715,65472,0.918312,41.179048,933920,933888,1.246177,2.248577,115953,65472,0,3.635127,2008479,213408,2008479,106805,65472,172277,365c08a721246aa267a6dde62c7dff73e07004aeeda4f09db29c8a52611dd172,a38ea477120a13dccfae39ea4e8156bca26c86f6ef6b272db993e24963e307de
