case,method,repeat,target_id,warmup,ordinal,process_complete,included_in_performance,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,query_matrix_payload_bytes,query_framed_bytes,answer_matrix_payload_bytes,answer_framed_bytes,online_framed_bytes,real_records,PIR_calls,root_independently_verified,three_negatives_independently_verified
prefix64_n10000,ab,1,8963,False,3,True,True,5.85554,0.01788,4.58762,0.010269,0.07576,0.020534,1.109093,0.017758,11628,12044,12376,12792,24836,15,17,True,True
prefix64_n10000,ab,1,3731,False,4,True,True,5.468581,0.024136,4.393454,0.01152,0.100818,0.008095,0.906815,0.017244,11628,12044,12376,12792,24836,14,17,True,True
prefix64_n10000,ab,1,6995,False,5,True,True,5.383386,0.023791,4.363612,0.00837,0.079077,0.007609,0.878904,0.018505,11628,12044,12376,12792,24836,13,17,True,True
prefix64_n10000,ab,1,320,False,6,True,True,6.268497,0.024861,5.187337,0.011731,0.098334,0.008862,0.915638,0.017082,11628,12044,12376,12792,24836,14,17,True,True
prefix64_n10000,ab,1,4238,False,7,True,True,6.816749,0.023688,5.553691,0.011459,0.10838,0.00991,1.081543,0.021754,11628,12044,12376,12792,24836,14,17,True,True
prefix64_n10000,ab,1,5557,False,8,True,True,7.610326,0.03211,6.414266,0.013927,0.113534,0.013711,0.994854,0.020709,11628,12044,12376,12792,24836,13,17,True,True
prefix64_n10000,ab,1,1449,False,9,True,True,6.378316,0.026188,5.329198,0.010425,0.099468,0.009251,0.882681,0.016747,11628,12044,12376,12792,24836,14,17,True,True
prefix64_n10000,ab,1,3455,False,10,True,True,6.059743,0.023532,5.030393,0.010201,0.09276,0.007822,0.865639,0.016222,11628,12044,12376,12792,24836,12,17,True,True
prefix64_n10000,ab,1,529,False,11,True,True,6.393147,0.020685,5.172324,0.015745,0.109788,0.010534,1.034397,0.022416,11628,12044,12376,12792,24836,13,17,True,True
prefix64_n10000,pbc,1,8224,False,2,True,True,15.934736,0.042054,13.600466,0.02241,0.261397,0.03482,1.948543,0.018817,24960,25592,27040,27672,53264,11,26,True,True
prefix64_n10000,pbc,1,8963,False,3,True,True,13.419203,0.032545,10.761132,0.030323,0.30846,0.023488,2.210968,0.028591,24960,25592,27040,27672,53264,15,26,True,True
prefix64_n10000,pbc,1,3731,False,4,True,True,17.869575,0.042455,14.793459,0.032993,0.327258,0.030401,2.599834,0.033922,24960,25592,27040,27672,53264,14,26,True,True
prefix64_n10000,pbc,1,6995,False,5,True,True,17.967896,0.047153,15.557636,0.02943,0.347992,0.019399,1.938989,0.019784,24960,25592,27040,27672,53264,13,26,True,True
prefix64_n10000,pbc,1,320,False,6,True,True,14.306836,0.035504,11.512453,0.028555,0.348139,0.032111,2.309819,0.030523,24960,25592,27040,27672,53264,14,26,True,True
prefix64_n10000,pbc,1,4238,False,7,True,True,17.106395,0.044589,14.463799,0.030201,0.34137,0.023739,2.170934,0.023907,24960,25592,27040,27672,53264,14,26,True,True
prefix64_n10000,pbc,1,5557,False,8,True,True,15.273561,0.039679,12.729102,0.025799,0.306719,0.021517,2.122838,0.021426,24960,25592,27040,27672,53264,13,26,True,True
prefix64_n10000,pbc,1,1449,False,9,True,True,15.792163,0.039006,13.226004,0.026162,0.282752,0.024035,2.159416,0.026497,24960,25592,27040,27672,53264,14,26,True,True
prefix64_n10000,pbc,1,3455,False,10,True,True,17.037536,0.037388,14.138789,0.026116,0.301356,0.025439,2.448568,0.026629,24960,25592,27040,27672,53264,12,26,True,True
prefix64_n10000,pbc,1,529,False,11,True,True,17.681225,0.036042,14.997849,0.028448,0.372385,0.02795,2.18396,0.024701,24960,25592,27040,27672,53264,13,26,True,True
prefix64_n10000,flat,1,8224,False,2,True,True,19.81794,0.019587,16.277498,0.098881,1.701383,0.111128,1.578306,0.022379,48756,49172,49504,49920,99092,11,17,True,True
prefix64_n10000,flat,1,8963,False,3,True,True,24.101729,0.031262,22.007085,0.045181,0.659413,0.036262,1.294882,0.02104,48756,49172,49504,49920,99092,15,17,True,True
prefix64_n10000,flat,1,3731,False,4,True,True,13.823092,0.022914,12.075069,0.03449,0.444257,0.030991,1.191427,0.01661,48756,49172,49504,49920,99092,14,17,True,True
prefix64_n10000,flat,1,6995,False,5,True,True,18.435963,0.024335,15.946775,0.238404,0.701158,0.103128,1.390594,0.019998,48756,49172,49504,49920,99092,13,17,True,True
prefix64_n10000,flat,1,320,False,6,True,True,16.11926,0.036941,14.475033,0.072749,0.437614,0.098347,0.976,0.016397,48756,49172,49504,49920,99092,14,17,True,True
prefix64_n10000,flat,1,4238,False,7,True,True,14.051903,0.023421,12.330967,0.05821,0.455453,0.0515,1.109236,0.016655,48756,49172,49504,49920,99092,14,17,True,True
prefix64_n10000,flat,1,5557,False,8,True,True,13.847564,0.022587,12.247955,0.039587,0.450619,0.031921,1.030503,0.019223,48756,49172,49504,49920,99092,13,17,True,True
prefix64_n10000,flat,1,1449,False,9,True,True,17.641738,0.021059,15.620838,0.047011,0.539044,0.032985,1.345241,0.02439,48756,49172,49504,49920,99092,14,17,True,True
prefix64_n10000,flat,1,3455,False,10,True,True,15.348586,0.023761,13.495577,0.089039,0.514779,0.030489,1.169463,0.018318,48756,49172,49504,49920,99092,12,17,True,True
prefix64_n10000,flat,1,529,False,11,True,True,14.260146,0.023692,12.747375,0.038264,0.483147,0.0254,0.922439,0.014375,48756,49172,49504,49920,99092,13,17,True,True
prefix64_n10000,first_fit,1,8224,False,2,True,True,10.975365,0.017208,8.509392,0.022743,0.262341,0.017597,2.109424,0.029455,26112,26528,26520,26936,53464,11,17,True,True
prefix64_n10000,first_fit,1,8963,False,3,True,True,12.480328,0.019732,9.979726,0.024302,0.291785,0.018068,2.101501,0.023939,26112,26528,26520,26936,53464,15,17,True,True
prefix64_n10000,first_fit,1,3731,False,4,True,True,14.950713,0.022097,12.475816,0.027592,0.35505,0.026605,2.01105,0.02425,26112,26528,26520,26936,53464,14,17,True,True
prefix64_n10000,first_fit,1,6995,False,5,True,True,14.888266,0.048309,12.455753,0.025729,0.304631,0.037264,1.965203,0.044216,26112,26528,26520,26936,53464,13,17,True,True
prefix64_n10000,first_fit,1,320,False,6,True,True,13.13706,0.025042,10.974016,0.04272,0.252055,0.015295,1.800314,0.021465,26112,26528,26520,26936,53464,14,17,True,True
prefix64_n10000,first_fit,1,4238,False,7,True,True,11.711446,0.046033,9.696443,0.018092,0.271331,0.015283,1.642348,0.014854,26112,26528,26520,26936,53464,14,17,True,True
prefix64_n10000,first_fit,1,5557,False,8,True,True,11.397448,0.017757,9.103486,0.027252,0.313671,0.03695,1.872773,0.018568,26112,26528,26520,26936,53464,13,17,True,True
prefix64_n10000,first_fit,1,1449,False,9,True,True,10.209805,0.018546,8.16505,0.017413,0.25307,0.013803,1.723869,0.014226,26112,26528,26520,26936,53464,14,17,True,True
prefix64_n10000,first_fit,1,3455,False,10,True,True,11.084354,0.015727,8.538502,0.019228,0.336612,0.015963,2.1315,0.016779,26112,26528,26520,26936,53464,12,17,True,True
prefix64_n10000,first_fit,1,529,False,11,True,True,13.763629,0.018053,10.799812,0.024094,0.280758,0.019035,2.593682,0.020508,26112,26528,26520,26936,53464,13,17,True,True
cluster90_n10000,pbc,1,4767,False,2,True,True,17.540607,0.039375,15.144034,0.026942,0.257262,0.02124,2.031594,0.014929,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,1,3173,False,3,True,True,15.33671,0.042117,12.564002,0.0283,0.279666,0.023938,2.361385,0.019248,31980,32972,34112,35104,68076,25,41,True,True
cluster90_n10000,pbc,1,4238,False,4,True,True,15.831872,0.035123,12.580942,0.02397,0.27605,0.020869,2.838971,0.050647,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,1,1497,False,5,True,True,15.509729,0.047105,12.867064,0.028544,0.291014,0.021358,2.231404,0.017512,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,1,1069,False,6,True,True,17.624724,0.041079,14.355923,0.03359,0.683394,0.029738,2.449947,0.024432,31980,32972,34112,35104,68076,25,41,True,True
cluster90_n10000,pbc,1,9205,False,7,True,True,16.04995,0.050326,13.238815,0.031145,0.290142,0.02331,2.393691,0.016554,31980,32972,34112,35104,68076,11,41,True,True
cluster90_n10000,pbc,1,9052,False,8,True,True,16.614179,0.036815,13.916446,0.03714,0.275331,0.02521,2.282546,0.035192,31980,32972,34112,35104,68076,10,41,True,True
cluster90_n10000,pbc,1,529,False,9,True,True,16.954165,0.043151,14.169725,0.024374,0.248501,0.018402,2.400779,0.040341,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,1,4109,False,10,True,True,15.729718,0.068175,12.973596,0.035226,0.285268,0.025586,2.293126,0.021708,31980,32972,34112,35104,68076,24,41,True,True
cluster90_n10000,pbc,1,542,False,11,True,True,13.96331,0.037783,11.438363,0.02462,0.275487,0.027674,2.137226,0.016944,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,ab,1,4767,False,2,True,True,7.202562,0.020815,5.791787,0.014765,0.126942,0.011807,1.216759,0.014894,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,1,3173,False,3,True,True,7.345402,0.020609,5.81877,0.020552,0.128731,0.011081,1.318655,0.014108,16848,17504,19656,20312,37816,25,27,True,True
cluster90_n10000,ab,1,4238,False,4,True,True,7.631989,0.021962,5.86859,0.017785,0.10163,0.010399,1.591811,0.015391,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,1,1497,False,5,True,True,7.666388,0.031327,6.038469,0.025775,0.134363,0.012078,1.396561,0.021413,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,1,1069,False,6,True,True,9.645997,0.022631,8.051671,0.015289,0.143472,0.015034,1.374465,0.019499,16848,17504,19656,20312,37816,25,27,True,True
cluster90_n10000,ab,1,9205,False,7,True,True,9.5071,0.021672,8.130779,0.014373,0.112267,0.011596,1.194567,0.01599,16848,17504,19656,20312,37816,11,27,True,True
cluster90_n10000,ab,1,9052,False,8,True,True,7.068685,0.019625,5.659384,0.01674,0.15033,0.011019,1.193393,0.014298,16848,17504,19656,20312,37816,10,27,True,True
cluster90_n10000,ab,1,529,False,9,True,True,7.266411,0.018861,5.748827,0.029794,0.130851,0.011992,1.301923,0.019308,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,1,4109,False,10,True,True,9.647306,0.026428,7.621041,0.018591,0.140941,0.036191,1.75251,0.02358,16848,17504,19656,20312,37816,24,27,True,True
cluster90_n10000,ab,1,542,False,11,True,True,10.418783,0.027722,8.792054,0.026528,0.15539,0.031457,1.358592,0.020687,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,first_fit,1,4767,False,2,True,True,19.139819,0.048142,15.400313,0.029166,0.451043,0.026356,3.159088,0.017441,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,1,3173,False,3,True,True,18.74231,0.021663,15.488481,0.031227,0.498407,0.024055,2.644383,0.016522,37584,38240,42120,42776,81016,25,27,True,True
cluster90_n10000,first_fit,1,4238,False,4,True,True,16.89916,0.022605,13.609444,0.021755,0.428039,0.019983,2.77433,0.015901,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,1,1497,False,5,True,True,15.61462,0.017051,12.54495,0.025869,0.484642,0.021933,2.497901,0.015403,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,1,1069,False,6,True,True,13.595667,0.018575,10.740248,0.02378,0.454715,0.0217,2.316683,0.01504,37584,38240,42120,42776,81016,25,27,True,True
cluster90_n10000,first_fit,1,9205,False,7,True,True,14.690024,0.029472,11.191285,0.023741,0.473027,0.022567,2.926572,0.015909,37584,38240,42120,42776,81016,11,27,True,True
cluster90_n10000,first_fit,1,9052,False,8,True,True,14.697162,0.016757,11.287708,0.025178,0.500385,0.024234,2.808737,0.016839,37584,38240,42120,42776,81016,10,27,True,True
cluster90_n10000,first_fit,1,529,False,9,True,True,15.681518,0.026486,12.489437,0.027087,0.453873,0.024116,2.626931,0.027949,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,1,4109,False,10,True,True,18.656188,0.022718,14.950414,0.032886,0.799052,0.022071,2.779072,0.019531,37584,38240,42120,42776,81016,24,27,True,True
cluster90_n10000,first_fit,1,542,False,11,True,True,17.506263,0.019536,13.636755,0.028233,0.532484,0.022226,3.242112,0.018837,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,flat,1,4767,False,2,True,True,22.665531,0.023221,19.679764,0.135671,0.83828,0.108305,1.851323,0.021892,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,1,3173,False,3,True,True,22.965416,0.032881,20.472526,0.105028,0.670461,0.105885,1.558018,0.015403,77436,78092,78624,79280,157372,25,27,True,True
cluster90_n10000,flat,1,4238,False,4,True,True,24.316625,0.029136,22.049658,0.107695,0.668712,0.043146,1.395484,0.01681,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,1,1497,False,5,True,True,19.557489,0.024142,17.45714,0.056433,0.659056,0.042088,1.298801,0.014524,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,1,1069,False,6,True,True,21.769523,0.024145,19.211909,0.049684,0.654633,0.08612,1.721275,0.016304,77436,78092,78624,79280,157372,25,27,True,True
cluster90_n10000,flat,1,9205,False,7,True,True,22.95672,0.019174,20.458796,0.056751,0.726244,0.039951,1.631859,0.015401,77436,78092,78624,79280,157372,11,27,True,True
cluster90_n10000,flat,1,9052,False,8,True,True,21.363411,0.021474,18.840554,0.066399,0.808741,0.059883,1.543397,0.017301,77436,78092,78624,79280,157372,10,27,True,True
cluster90_n10000,flat,1,529,False,9,True,True,23.550264,0.098708,21.075431,0.055636,0.711232,0.091495,1.492301,0.017187,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,1,4109,False,10,True,True,23.120595,0.04003,20.452745,0.056638,0.731787,0.048567,1.766259,0.017776,77436,78092,78624,79280,157372,24,27,True,True
cluster90_n10000,flat,1,542,False,11,True,True,21.784624,0.06548,18.788895,0.059089,0.650371,0.083024,2.114888,0.016035,77436,78092,78624,79280,157372,23,27,True,True
uniform_n10000,pbc,1,8963,False,2,True,True,9.81047,0.0365,7.816668,0.022301,0.236656,0.033153,1.643386,0.015732,24960,25592,27040,27672,53264,15,26,True,True
uniform_n10000,pbc,1,9052,False,3,True,True,10.555959,0.039947,8.375837,0.023435,0.258165,0.016572,1.801431,0.018363,24960,25592,27040,27672,53264,15,26,True,True
uniform_n10000,pbc,1,9468,False,4,True,True,10.020513,0.032574,8.064396,0.028491,0.207973,0.016438,1.648782,0.015719,24960,25592,27040,27672,53264,14,26,True,True
uniform_n10000,pbc,1,741,False,5,True,True,10.966492,0.029449,8.569664,0.021402,0.339076,0.018793,1.941817,0.040594,24960,25592,27040,27672,53264,15,26,True,True
uniform_n10000,pbc,1,7500,False,6,True,True,13.688102,0.036857,11.135201,0.031877,0.304417,0.028965,2.116598,0.025641,24960,25592,27040,27672,53264,13,26,True,True
uniform_n10000,pbc,1,4109,False,7,True,True,13.443145,0.044516,11.182514,0.023418,0.275749,0.01929,1.869951,0.02115,24960,25592,27040,27672,53264,13,26,True,True
uniform_n10000,pbc,1,3652,False,8,True,True,12.731416,0.048279,10.637095,0.021475,0.242066,0.0202,1.73781,0.017396,24960,25592,27040,27672,53264,13,26,True,True
uniform_n10000,pbc,1,4238,False,9,True,True,11.471258,0.034379,8.83933,0.02124,0.228464,0.018036,2.260396,0.030105,24960,25592,27040,27672,53264,15,26,True,True
uniform_n10000,pbc,1,5982,False,10,True,True,11.853935,0.033161,9.571361,0.019345,0.218039,0.016354,1.971853,0.017359,24960,25592,27040,27672,53264,13,26,True,True
uniform_n10000,pbc,1,3731,False,11,True,True,10.412993,0.029855,8.27775,0.02222,0.242465,0.018909,1.796036,0.019622,24960,25592,27040,27672,53264,13,26,True,True
uniform_n10000,flat,1,8963,False,2,True,True,15.476572,0.019565,13.923611,0.034593,0.444547,0.071648,0.960822,0.015471,48756,49172,49504,49920,99092,15,17,True,True
uniform_n10000,flat,1,9052,False,3,True,True,14.397972,0.029531,12.868013,0.053634,0.438415,0.029275,0.956966,0.015897,48756,49172,49504,49920,99092,15,17,True,True
uniform_n10000,flat,1,9468,False,4,True,True,12.830117,0.022618,11.410257,0.034349,0.438898,0.025135,0.878678,0.013973,48756,49172,49504,49920,99092,14,17,True,True
uniform_n10000,flat,1,741,False,5,True,True,13.660412,0.021076,11.91359,0.081093,0.452549,0.104578,1.061828,0.018339,48756,49172,49504,49920,99092,15,17,True,True
uniform_n10000,flat,1,7500,False,6,True,True,16.44108,0.030869,14.726288,0.085215,0.418743,0.028578,1.123612,0.01723,48756,49172,49504,49920,99092,13,17,True,True
uniform_n10000,flat,1,4109,False,7,True,True,14.150217,0.022373,12.600592,0.138984,0.423311,0.057848,0.884643,0.014993,48756,49172,49504,49920,99092,13,17,True,True
uniform_n10000,flat,1,3652,False,8,True,True,12.615093,0.020606,10.845171,0.23167,0.433903,0.101292,0.960871,0.015658,48756,49172,49504,49920,99092,13,17,True,True
uniform_n10000,flat,1,4238,False,9,True,True,14.146038,0.031366,12.5417,0.126096,0.425677,0.070632,0.929922,0.01511,48756,49172,49504,49920,99092,15,17,True,True
uniform_n10000,flat,1,5982,False,10,True,True,14.721172,0.021528,12.860325,0.236308,0.534382,0.079305,0.967736,0.014311,48756,49172,49504,49920,99092,13,17,True,True
uniform_n10000,flat,1,3731,False,11,True,True,18.203986,0.020678,16.484257,0.153883,0.46903,0.058137,0.994312,0.017818,48756,49172,49504,49920,99092,13,17,True,True
uniform_n10000,first_fit,1,8963,False,2,True,True,10.793605,0.01922,8.236889,0.023807,0.373296,0.015212,2.098901,0.017442,25704,26120,26520,26936,53056,15,17,True,True
uniform_n10000,first_fit,1,9052,False,3,True,True,11.331437,0.022508,9.152011,0.018798,0.317357,0.014322,1.77245,0.016184,25704,26120,26520,26936,53056,15,17,True,True
uniform_n10000,first_fit,1,9468,False,4,True,True,11.898458,0.017822,9.655946,0.022911,0.342076,0.020722,1.808043,0.023003,25704,26120,26520,26936,53056,14,17,True,True
uniform_n10000,first_fit,1,741,False,5,True,True,14.368441,0.063681,11.346399,0.026692,0.414661,0.022301,2.459847,0.02841,25704,26120,26520,26936,53056,15,17,True,True
uniform_n10000,first_fit,1,7500,False,6,True,True,15.527035,0.023708,12.549024,0.024211,0.415632,0.019398,2.466107,0.021626,25704,26120,26520,26936,53056,13,17,True,True
uniform_n10000,first_fit,1,4109,False,7,True,True,13.56123,0.039959,11.315719,0.022119,0.344436,0.019196,1.793203,0.019447,25704,26120,26520,26936,53056,13,17,True,True
uniform_n10000,first_fit,1,3652,False,8,True,True,11.823992,0.021124,9.732101,0.019159,0.369226,0.026811,1.634473,0.013972,25704,26120,26520,26936,53056,13,17,True,True
uniform_n10000,first_fit,1,4238,False,9,True,True,9.266009,0.016488,7.25191,0.017484,0.308361,0.014896,1.633005,0.017919,25704,26120,26520,26936,53056,15,17,True,True
uniform_n10000,first_fit,1,5982,False,10,True,True,13.631169,0.016781,10.943153,0.023093,0.450737,0.021582,2.054887,0.021925,25704,26120,26520,26936,53056,13,17,True,True
uniform_n10000,first_fit,1,3731,False,11,True,True,15.569242,0.023483,12.997032,0.027098,0.379255,0.023735,2.086208,0.023101,25704,26120,26520,26936,53056,13,17,True,True
uniform_n10000,ab,1,8963,False,2,True,True,4.48291,0.02873,3.617882,0.009413,0.095332,0.007011,0.705028,0.014958,11628,12044,12376,12792,24836,15,17,True,True
uniform_n10000,ab,1,9052,False,3,True,True,6.088728,0.014726,4.101628,0.010493,0.075226,0.023335,1.838631,0.014934,11628,12044,12376,12792,24836,15,17,True,True
uniform_n10000,ab,1,9468,False,4,True,True,4.713689,0.017877,3.830696,0.009794,0.085332,0.006866,0.743176,0.014438,11628,12044,12376,12792,24836,14,17,True,True
uniform_n10000,ab,1,741,False,5,True,True,4.705884,0.017134,3.465354,0.006993,0.065207,0.006677,1.124753,0.015665,11628,12044,12376,12792,24836,15,17,True,True
uniform_n10000,ab,1,7500,False,6,True,True,4.805346,0.020203,3.825299,0.026758,0.083612,0.016044,0.817977,0.012053,11628,12044,12376,12792,24836,13,17,True,True
uniform_n10000,ab,1,4109,False,7,True,True,5.717907,0.020522,4.715753,0.018104,0.088461,0.016539,0.837247,0.01615,11628,12044,12376,12792,24836,13,17,True,True
uniform_n10000,ab,1,3652,False,8,True,True,5.458149,0.020485,4.557655,0.015399,0.080623,0.018292,0.732484,0.026386,11628,12044,12376,12792,24836,13,17,True,True
uniform_n10000,ab,1,4238,False,9,True,True,5.830116,0.021857,4.7712,0.017557,0.090901,0.015296,0.890207,0.016897,11628,12044,12376,12792,24836,15,17,True,True
uniform_n10000,ab,1,5982,False,10,True,True,5.471424,0.032939,4.395992,0.015274,0.082355,0.017937,0.903596,0.014967,11628,12044,12376,12792,24836,13,17,True,True
uniform_n10000,ab,1,3731,False,11,True,True,5.478568,0.022814,4.543336,0.015417,0.088684,0.02885,0.757091,0.014818,11628,12044,12376,12792,24836,13,17,True,True
uniform_n1000,pbc,1,376,False,2,True,True,3.300786,0.025313,2.649723,0.024649,0.046892,0.005797,0.531274,0.013151,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,1,575,False,3,True,True,3.956784,0.025617,3.19604,0.007755,0.045247,0.006231,0.65217,0.016008,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,1,437,False,4,True,True,4.059998,0.020076,3.430957,0.007812,0.045054,0.00628,0.532748,0.014256,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,1,66,False,5,True,True,4.421031,0.018665,3.735765,0.008842,0.046493,0.005729,0.583679,0.016289,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,1,923,False,6,True,True,3.310665,0.019434,2.667882,0.00811,0.041641,0.01369,0.544432,0.012263,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,pbc,1,233,False,7,True,True,3.444212,0.029065,2.786518,0.015113,0.054948,0.006923,0.536749,0.011568,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,1,916,False,8,True,True,3.687328,0.015291,2.844221,0.009388,0.028157,0.006682,0.764091,0.016022,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,1,292,False,9,True,True,3.571195,0.021558,2.921751,0.007356,0.041098,0.010713,0.54906,0.015436,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,pbc,1,976,False,10,True,True,3.922275,0.018599,3.254214,0.010477,0.053046,0.009032,0.559162,0.014349,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,1,560,False,11,True,True,4.398735,0.019575,3.33733,0.006733,0.027755,0.006829,0.97849,0.01774,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,ab,1,376,False,2,True,True,1.932226,0.014912,1.617164,0.013726,0.018264,0.003866,0.248864,0.013397,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,1,575,False,3,True,True,1.592176,0.012066,1.407982,0.003229,0.008031,0.01347,0.130423,0.011852,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,1,437,False,4,True,True,2.144423,0.010786,1.419351,0.003794,0.01582,0.003417,0.673148,0.014671,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,1,66,False,5,True,True,1.560559,0.021026,1.259205,0.008487,0.016056,0.003144,0.239091,0.011319,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,1,923,False,6,True,True,1.544794,0.012048,1.24458,0.002995,0.016492,0.003537,0.250991,0.011769,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,ab,1,233,False,7,True,True,2.905791,0.021611,2.384884,0.007482,0.016799,0.003928,0.449759,0.014384,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,1,916,False,8,True,True,2.449637,0.015694,2.076982,0.004609,0.018631,0.010333,0.301166,0.018308,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,1,292,False,9,True,True,3.278249,0.016366,2.855074,0.005241,0.018201,0.004304,0.35411,0.019305,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,ab,1,976,False,10,True,True,2.766494,0.016068,2.432306,0.003805,0.020418,0.004727,0.273468,0.01304,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,1,560,False,11,True,True,1.791088,0.0146,1.561093,0.005528,0.011078,0.002854,0.182292,0.01146,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,flat,1,376,False,2,True,True,3.488366,0.014345,3.193708,0.006139,0.049788,0.006343,0.204557,0.011171,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,1,575,False,3,True,True,3.920903,0.012457,3.582735,0.020819,0.041768,0.010203,0.23781,0.012792,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,1,437,False,4,True,True,3.810137,0.012593,3.322031,0.011165,0.036333,0.008962,0.404074,0.012666,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,1,66,False,5,True,True,3.124551,0.015077,2.85567,0.006835,0.035949,0.00648,0.190777,0.011288,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,1,923,False,6,True,True,3.086242,0.011977,2.800168,0.027327,0.037028,0.006001,0.190267,0.011145,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,flat,1,233,False,7,True,True,4.448064,0.021065,4.118676,0.009,0.04218,0.008935,0.231407,0.013841,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,1,916,False,8,True,True,3.537926,0.012924,3.245285,0.007712,0.037122,0.006806,0.21274,0.011828,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,1,292,False,9,True,True,3.603426,0.01189,3.290296,0.008744,0.041654,0.006808,0.228704,0.012989,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,flat,1,976,False,10,True,True,5.641041,0.024767,5.17312,0.013894,0.116668,0.018523,0.271318,0.017074,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,1,560,False,11,True,True,4.220386,0.015048,3.930924,0.007002,0.042823,0.011374,0.1959,0.011277,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,first_fit,1,376,False,2,True,True,3.548196,0.017409,2.972206,0.004727,0.033608,0.005109,0.498342,0.014161,6084,6404,6760,7080,13484,9,13,True,True
uniform_n1000,first_fit,1,575,False,3,True,True,3.68765,0.012421,3.250179,0.004714,0.033806,0.006804,0.363318,0.012015,6084,6404,6760,7080,13484,11,13,True,True
uniform_n1000,first_fit,1,437,False,4,True,True,2.92969,0.010988,2.354593,0.007008,0.048425,0.008734,0.482895,0.012735,6084,6404,6760,7080,13484,9,13,True,True
uniform_n1000,first_fit,1,66,False,5,True,True,2.776472,0.015549,2.254043,0.024702,0.040728,0.008083,0.416955,0.01365,6084,6404,6760,7080,13484,11,13,True,True
uniform_n1000,first_fit,1,923,False,6,True,True,2.729282,0.016593,2.234806,0.009227,0.035417,0.009634,0.406848,0.013763,6084,6404,6760,7080,13484,10,13,True,True
uniform_n1000,first_fit,1,233,False,7,True,True,3.041843,0.013336,2.494389,0.015234,0.055712,0.009709,0.437489,0.012914,6084,6404,6760,7080,13484,9,13,True,True
uniform_n1000,first_fit,1,916,False,8,True,True,3.363003,0.016518,2.616004,0.009913,0.043603,0.012191,0.646095,0.014781,6084,6404,6760,7080,13484,11,13,True,True
uniform_n1000,first_fit,1,292,False,9,True,True,3.006155,0.014026,2.499019,0.007675,0.038267,0.009437,0.396808,0.037563,6084,6404,6760,7080,13484,10,13,True,True
