key,address,leaf_type,first_seen_block
zksync-era:0x339d413ccefd986b1b3647a9cfa9cbbe70a30749:account_leaf:storage_root,0x339d413ccefd986b1b3647a9cfa9cbbe70a30749,storage_root,69635871
zksync-era:0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1:account_leaf:balance,0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1,balance,69635871
zksync-era:0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1:account_leaf:nonce,0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1,nonce,69635871
zksync-era:0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1:account_leaf:code,0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1,code,69635871
zksync-era:0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1:account_leaf:storage_root,0x2b79f3c2ee059e465a24bf5a2f4fe989546053b1,storage_root,69635871
zksync-era:0xa586c2e47aabb5293a69fd7e96c851be9d15eef7:account_leaf:balance,0xa586c2e47aabb5293a69fd7e96c851be9d15eef7,balance,69636071
zksync-era:0xa586c2e47aabb5293a69fd7e96c851be9d15eef7:account_leaf:nonce,0xa586c2e47aabb5293a69fd7e96c851be9d15eef7,nonce,69636071
zksync-era:0xa586c2e47aabb5293a69fd7e96c851be9d15eef7:account_leaf:code,0xa586c2e47aabb5293a69fd7e96c851be9d15eef7,code,69636071
zksync-era:0xa586c2e47aabb5293a69fd7e96c851be9d15eef7:account_leaf:storage_root,0xa586c2e47aabb5293a69fd7e96c851be9d15eef7,storage_root,69636071
zksync-era:0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1:account_leaf:balance,0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,balance,69636071
zksync-era:0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1:account_leaf:nonce,0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,nonce,69636071
zksync-era:0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1:account_leaf:code,0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,code,69636071
zksync-era:0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1:account_leaf:storage_root,0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,storage_root,69636071
zksync-era:0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc:account_leaf:balance,0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc,balance,69636471
zksync-era:0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc:account_leaf:nonce,0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc,nonce,69636471
zksync-era:0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc:account_leaf:code,0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc,code,69636471
zksync-era:0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc:account_leaf:storage_root,0xdc6c059ed24d98ff41069ab54ea540c79d6ba9bc,storage_root,69636471
zksync-era:0x76c9cf548b4179f8901cda1f8623568b58215e62:account_leaf:balance,0x76c9cf548b4179f8901cda1f8623568b58215e62,balance,69636471
zksync-era:0x76c9cf548b4179f8901cda1f8623568b58215e62:account_leaf:nonce,0x76c9cf548b4179f8901cda1f8623568b58215e62,nonce,69636471
zksync-era:0x76c9cf548b4179f8901cda1f8623568b58215e62:account_leaf:code,0x76c9cf548b4179f8901cda1f8623568b58215e62,code,69636471
zksync-era:0x76c9cf548b4179f8901cda1f8623568b58215e62:account_leaf:storage_root,0x76c9cf548b4179f8901cda1f8623568b58215e62,storage_root,69636471
zksync-era:0x021f20f07948b152045291a990649e1edfc15223:account_leaf:balance,0x021f20f07948b152045291a990649e1edfc15223,balance,69636671
zksync-era:0x021f20f07948b152045291a990649e1edfc15223:account_leaf:nonce,0x021f20f07948b152045291a990649e1edfc15223,nonce,69636671
zksync-era:0x021f20f07948b152045291a990649e1edfc15223:account_leaf:code,0x021f20f07948b152045291a990649e1edfc15223,code,69636671
zksync-era:0x021f20f07948b152045291a990649e1edfc15223:account_leaf:storage_root,0x021f20f07948b152045291a990649e1edfc15223,storage_root,69636671
zksync-era:0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115:account_leaf:balance,0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115,balance,69636671
zksync-era:0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115:account_leaf:nonce,0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115,nonce,69636671
zksync-era:0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115:account_leaf:code,0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115,code,69636671
zksync-era:0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115:account_leaf:storage_root,0x117d1015fd2cbaa32a1fe0e0c913fc02b4d5f115,storage_root,69636671
zksync-era:0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a:account_leaf:balance,0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a,balance,69636871
zksync-era:0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a:account_leaf:nonce,0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a,nonce,69636871
zksync-era:0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a:account_leaf:code,0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a,code,69636871
zksync-era:0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a:account_leaf:storage_root,0xd52573f6d4f68d8e7f8fe2ed50a1023c5f6fe82a,storage_root,69636871
zksync-era:0x2a52460674c1e7ef26cf9f4684ae138db06e61e0:account_leaf:balance,0x2a52460674c1e7ef26cf9f4684ae138db06e61e0,balance,69636871
zksync-era:0x2a52460674c1e7ef26cf9f4684ae138db06e61e0:account_leaf:nonce,0x2a52460674c1e7ef26cf9f4684ae138db06e61e0,nonce,69636871
zksync-era:0x2a52460674c1e7ef26cf9f4684ae138db06e61e0:account_leaf:code,0x2a52460674c1e7ef26cf9f4684ae138db06e61e0,code,69636871
zksync-era:0x2a52460674c1e7ef26cf9f4684ae138db06e61e0:account_leaf:storage_root,0x2a52460674c1e7ef26cf9f4684ae138db06e61e0,storage_root,69636871
zksync-era:0xcab211c57d2b5727dd09adf99e7f0f5c7bb9fa75:account_leaf:balance,0xcab211c57d2b5727dd09adf99e7f0f5c7bb9fa75,balance,69637071
zksync-era:0xcab211c57d2b5727dd09adf99e7f0f5c7bb9fa75:account_leaf:nonce,0xcab211c57d2b5727dd09adf99e7f0f5c7bb9fa75,nonce,69637071
