case,method,repeat,target_id,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,online_framed_bytes,real_records,valid_root_independently_verified
uniform_n100000,ab,1,63742,560.406948,0.027786,4.590097,0.330982,554.79611,0.066728,0.528953,0.062295,1311220,19,True
uniform_n100000,ab,1,32877,593.412642,0.024709,5.932994,0.427634,586.489632,0.059596,0.417523,0.057263,1311220,18,True
uniform_n100000,ab,1,37474,575.744038,0.020315,4.176628,0.709887,570.295653,0.069267,0.411203,0.057792,1311220,17,True
uniform_n100000,ab,1,8555,567.199007,0.027768,4.998014,0.372609,561.22931,0.07834,0.431367,0.057323,1311220,16,True
uniform_n100000,ab,1,69428,566.494982,0.023402,4.853308,0.374408,560.296958,0.072624,0.802535,0.067182,1311220,18,True
uniform_n100000,ab,1,2523,568.897317,0.021446,6.343013,0.406088,561.396679,0.089349,0.562202,0.074116,1311220,17,True
uniform_n100000,ab,1,27640,579.984492,0.023951,4.725019,0.376124,574.323624,0.068947,0.404,0.058121,1311220,17,True
uniform_n1000,pbc,1,376,308.360038,0.027761,3.720127,0.226821,303.410647,0.092295,0.823651,0.054879,1048955,9,True
uniform_n1000,pbc,1,575,304.26256,0.024776,3.522625,0.201686,299.529953,0.091629,0.832564,0.055981,1048955,11,True
uniform_n1000,pbc,1,437,315.480089,0.022871,2.977151,0.171719,311.048162,0.11213,1.073337,0.071346,1048955,9,True
uniform_n1000,pbc,1,66,311.112902,0.030641,3.362121,0.195011,306.424238,0.095564,0.924028,0.062818,1048955,11,True
uniform_n1000,pbc,1,923,314.28464,0.02764,3.210288,0.260254,309.804322,0.109007,0.811665,0.057614,1048955,10,True
uniform_n1000,pbc,1,233,311.808578,0.026559,2.863916,0.177413,307.660221,0.091244,0.92439,0.061235,1048955,9,True
uniform_n1000,pbc,1,916,308.334741,0.027153,3.948267,0.219325,303.162867,0.092942,0.808676,0.072144,1048955,11,True
uniform_n1000,pbc,1,292,305.126328,0.035096,2.90466,0.214428,301.014806,0.090773,0.808009,0.055203,1048955,10,True
uniform_n1000,pbc,1,976,341.014813,0.038377,3.028866,0.23227,336.764236,0.09388,0.782323,0.071408,1048955,9,True
uniform_n1000,pbc,1,560,302.06073,0.025977,2.782797,0.149934,297.976353,0.0998,0.936401,0.086829,1048955,10,True
uniform_n1000,ab,1,376,310.325387,0.006382,2.681262,0.180101,306.25768,0.117179,1.013767,0.066052,1048955,9,True
uniform_n1000,ab,1,575,302.581058,0.006761,3.295374,0.217725,298.144171,0.097709,0.763578,0.053198,1048955,11,True
uniform_n1000,ab,1,437,310.019977,0.005813,2.828449,0.22481,306.007127,0.099494,0.796036,0.054659,1048955,9,True
uniform_n1000,ab,1,66,304.215933,0.005309,2.537043,0.193199,300.417728,0.124056,0.880695,0.054946,1048955,11,True
uniform_n1000,ab,1,923,303.414482,0.005679,2.72514,0.229253,299.491992,0.082648,0.819903,0.056915,1048955,10,True
uniform_n1000,ab,1,233,302.658518,0.007888,3.490849,0.229224,297.935983,0.093544,0.84296,0.05385,1048955,9,True
uniform_n1000,ab,1,916,301.881108,0.005684,2.507294,0.180048,298.04204,0.096782,0.931926,0.113543,1048955,11,True
uniform_n1000,ab,1,292,307.858929,0.008295,2.758095,0.192796,303.955813,0.094453,0.792802,0.053169,1048955,10,True
uniform_n1000,ab,1,976,299.973173,0.004648,2.733364,0.217517,296.054688,0.096544,0.792839,0.069595,1048955,9,True
uniform_n1000,ab,1,560,314.969785,0.005521,2.712515,0.53277,310.566755,0.095259,0.997686,0.055276,1048955,10,True
uniform_n10000,pbc,1,8963,313.666584,0.044618,3.286275,0.249595,308.48798,0.100337,1.376732,0.115193,1048955,15,True
uniform_n10000,pbc,1,9052,314.360751,0.042329,3.100169,0.215327,310.015042,0.100793,0.82779,0.055974,1048955,15,True
uniform_n10000,pbc,1,9468,320.214126,0.04054,3.487794,0.240984,315.464085,0.106161,0.81675,0.054218,1048955,14,True
uniform_n10000,pbc,1,741,309.57398,0.037827,3.428701,0.216883,304.936407,0.098709,0.793902,0.057758,1048955,15,True
uniform_n10000,pbc,1,7500,327.498228,0.040206,3.185671,0.217522,323.051155,0.102744,0.839054,0.057669,1048955,13,True
uniform_n10000,pbc,1,4109,323.935029,0.044406,3.839607,0.230167,318.799216,0.118104,0.838601,0.060682,1048955,13,True
uniform_n10000,pbc,1,3652,315.434688,0.040581,3.483607,0.229858,310.510765,0.097838,1.010139,0.058182,1048955,13,True
uniform_n10000,pbc,1,4238,323.393486,0.044393,3.386779,0.23225,318.702389,0.101047,0.863028,0.05984,1048955,15,True
uniform_n10000,pbc,1,5982,316.105499,0.042601,3.173567,0.228336,311.624721,0.101966,0.872503,0.05782,1048955,13,True
uniform_n10000,pbc,1,3731,329.64458,0.099056,3.836246,0.190831,324.533013,0.098612,0.823289,0.059576,1048955,13,True
uniform_n10000,ab,1,8963,322.604987,0.011667,3.598266,0.214964,317.810474,0.116039,0.791886,0.058402,1048955,15,True
uniform_n10000,ab,1,9052,317.894515,0.011565,2.793931,0.212913,313.319128,0.22364,1.163817,0.165091,1048955,15,True
uniform_n10000,ab,1,9468,327.942061,0.011935,2.767168,0.164308,323.888105,0.106861,0.939757,0.060693,1048955,14,True
uniform_n10000,ab,1,741,332.208423,0.012278,3.549532,0.251687,327.328976,0.138055,0.861439,0.062168,1048955,15,True
uniform_n10000,ab,1,7500,343.755805,0.012376,2.997346,0.223572,338.853661,0.088558,1.511592,0.064422,1048955,13,True
uniform_n10000,ab,1,4109,331.892876,0.015275,2.946048,0.230778,327.742237,0.092427,0.802024,0.060615,1048955,13,True
uniform_n10000,ab,1,3652,340.237303,0.014411,3.041873,0.232056,335.839897,0.10834,0.931571,0.064745,1048955,13,True
uniform_n10000,ab,1,4238,336.014042,0.015794,3.416905,0.18384,331.35714,0.104025,0.871576,0.061041,1048955,15,True
uniform_n10000,ab,1,5982,333.566966,0.013303,3.177379,0.178821,329.173052,0.10167,0.859476,0.060193,1048955,13,True
uniform_n10000,ab,1,3731,328.509346,0.012484,2.974579,0.173904,324.333954,0.102823,0.834877,0.07325,1048955,13,True
uniform_n100000,ab,2,2523,567.173862,0.018814,4.783,0.363716,561.317484,0.075274,0.541777,0.069934,1311220,17,True
uniform_n100000,ab,2,47863,589.401026,0.023647,5.887485,0.449176,582.464632,0.068055,0.448134,0.055653,1311220,18,True
uniform_n100000,ab,2,32877,563.093478,0.022685,4.520493,0.629465,557.185263,0.05687,0.546765,0.12733,1311220,18,True
uniform_n100000,ab,2,55961,549.553025,0.025036,5.040665,0.372202,543.540507,0.068358,0.445691,0.056215,1311220,18,True
