color	position	swapped_node
D	1687	26383
D	1688	3298
D	1689	6598
D	1690	13198
D	1691	13199
D	1692	3300
D	1693	6602
D	1694	13206
D	1695	26414
D	1696	26415
D	1697	3302
D	1698	6606
D	1699	13214
D	1700	26430
D	1701	26431
D	1702	1653
D	1703	3305
D	1704	13217
D	1705	26432
D	1706	26433
D	1707	26436
D	1708	26437
D	1709	26438
D	1710	26439
D	1711	1655
D	1712	3309
D	1713	13233
D	1714	26464
D	1715	26465
D	1716	26468
D	1717	26469
D	1718	26470
D	1719	26471
D	1720	829
D	1721	6624
D	1722	13250
D	1723	13251
D	1724	6627
D	1725	26504
D	1726	26505
D	1727	26506
D	1728	26507
D	1729	6628
D	1730	13258
D	1731	13259
D	1732	13260
D	1733	13261
D	1734	26524
D	1735	26525
D	1736	26526
D	1737	26527
D	1738	831
D	1739	6640
D	1740	13282
D	1741	13283
D	1742	6643
D	1743	26568
D	1744	26569
D	1745	26570
D	1746	26571
D	1747	6645
D	1748	13288
D	1749	26578
D	1750	26579
D	1751	13292
D	1752	13293
D	1753	13295
D	1754	26588
D	1755	26589
D	1756	1665
D	1757	3329
D	1758	13313
D	1759	26624
D	1760	26625
D	1761	26628
D	1762	26629
D	1763	26630
D	1764	26631
D	1765	1667
D	1766	3333
D	1767	13329
D	1768	26656
D	1769	26657
D	1770	26660
D	1771	26661
D	1772	26662
D	1773	26663
D	1774	3336
D	1775	6674
D	1776	13350
D	1777	26702
D	1778	26703
D	1779	3338
D	1780	6678
D	1781	13358
D	1782	13359
D	1783	3340
D	1784	6682
D	1785	13366
D	1786	26734
D	1787	26735
D	1788	3342
D	1789	6686
D	1790	13374
D	1791	26750
D	1792	26751
D	1793	1672
D	1794	3347
D	1795	13385
D	1796	26768
D	1797	26769
D	1798	26772
D	1799	26773
D	1800	26774
D	1801	26775
D	1802	1674
D	1803	3351
D	1804	13401
D	1805	26800
D	1806	26801
D	1807	26804
D	1808	26805
D	1809	26806
D	1810	26807
D	1811	1676
D	1812	3355
D	1813	13417
D	1814	26832
D	1815	26833
D	1816	26836
D	1817	26837
D	1818	26838
D	1819	26839
D	1820	1678
D	1821	3359
D	1822	13433
D	1823	26864
D	1824	26865
D	1825	26868
D	1826	26869
D	1827	26870
D	1828	26871
D	1829	1680
D	1830	3363
D	1831	13449
D	1832	26896
D	1833	26897
D	1834	26900
D	1835	26901
D	1836	26902
D	1837	26903
D	1838	1682
D	1839	3367
D	1840	13465
D	1841	26928
D	1842	26929
D	1843	26932
D	1844	26933
D	1845	26934
D	1846	26935
D	1847	1684
D	1848	3371
D	1849	13481
D	1850	26960
D	1851	26961
D	1852	26964
D	1853	26965
D	1854	26966
D	1855	26967
D	1856	1686
D	1857	3375
D	1858	13497
D	1859	26992
D	1860	26993
D	1861	26996
D	1862	26997
D	1863	26998
D	1864	26999
D	1865	3376
D	1866	6754
D	1867	13510
D	1868	27022
D	1869	27023
D	1870	3378
D	1871	6758
D	1872	13518
D	1873	13519
D	1874	3380
D	1875	6762
D	1876	13526
D	1877	27054
D	1878	27055
D	1879	3382
D	1880	6766
D	1881	13534
D	1882	27070
D	1883	27071
D	1884	1692
D	1885	3387
D	1886	13545
D	1887	27088
D	1888	27089
D	1889	27092
D	1890	27093
D	1891	27094
D	1892	27095
D	1893	1694
D	1894	3391
D	1895	13561
D	1896	27120
D	1897	27121
D	1898	27124
D	1899	27125
D	1900	27126
D	1901	27127
D	1902	1696
D	1903	3395
D	1904	13577
D	1905	27152
D	1906	27153
D	1907	27156
D	1908	27157
D	1909	27158
D	1910	27159
D	1911	1698
D	1912	3399
D	1913	13593
D	1914	27184
D	1915	27185
D	1916	27188
D	1917	27189
D	1918	27190
D	1919	27191
D	1920	1700
D	1921	3403
D	1922	13609
D	1923	27216
D	1924	27217
D	1925	27220
D	1926	27221
D	1927	27222
D	1928	27223
D	1929	1702
D	1930	3407
D	1931	13625
D	1932	27248
D	1933	27249
D	1934	27252
D	1935	27253
D	1936	27254
D	1937	27255
D	1938	3408
D	1939	6818
D	1940	13638
D	1941	27278
D	1942	27279
D	1943	3410
D	1944	6822
D	1945	13646
D	1946	13647
D	1947	3412
D	1948	6826
D	1949	13654
D	1950	27310
D	1951	27311
D	1952	3414
D	1953	6830
D	1954	13662
D	1955	27326
D	1956	27327
D	1957	1709
D	1958	3417
D	1959	13665
D	1960	27328
D	1961	27329
D	1962	27332
D	1963	27333
D	1964	27334
D	1965	27335
D	1966	1711
D	1967	3421
D	1968	13681
D	1969	27360
D	1970	27361
D	1971	27364
D	1972	27365
D	1973	27366
D	1974	27367
D	1975	1712
D	1976	3427
D	1977	13705
D	1978	27408
D	1979	27409
D	1980	27412
D	1981	27413
D	1982	27414
D	1983	27415
D	1984	1714
D	1985	3431
D	1986	13721
D	1987	27440
D	1988	27441
D	1989	27444
D	1990	27445
D	1991	27446
D	1992	27447
D	1993	1716
D	1994	3435
D	1995	13737
D	1996	27472
D	1997	27473
D	1998	27476
D	1999	27477
D	2000	27478
D	2001	27479
D	2002	1718
D	2003	3439
D	2004	13753
D	2005	27504
D	2006	27505
D	2007	27508
D	2008	27509
D	2009	27510
D	2010	27511
D	2011	3440
D	2012	6882
D	2013	13766
D	2014	27534
D	2015	27535
D	2016	3442
D	2017	6886
D	2018	13774
D	2019	13775
D	2020	3444
D	2021	6890
D	2022	13782
D	2023	27566
D	2024	27567
D	2025	3446
D	2026	6894
D	2027	13790
D	2028	27582
D	2029	27583
D	2030	1724
D	2031	3451
D	2032	13801
D	2033	27600
D	2034	27601
D	2035	27604
D	2036	27605
D	2037	27606
D	2038	27607
D	2039	1726
D	2040	3455
D	2041	13817
D	2042	27632
D	2043	27633
D	2044	27636
D	2045	27637
D	2046	27638
D	2047	27639
D	2048	1728
D	2049	3459
D	2050	13833
D	2051	27664
D	2052	27665
D	2053	27668
D	2054	27669
D	2055	27670
D	2056	27671
D	2057	1730
D	2058	3463
D	2059	13849
D	2060	27696
D	2061	27697
D	2062	27700
D	2063	27701
D	2064	27702
D	2065	27703
D	2066	1732
D	2067	3467
D	2068	13865
D	2069	27728
D	2070	27729
D	2071	27732
D	2072	27733
D	2073	27734
D	2074	27735
D	2075	1734
D	2076	3471
D	2077	13881
D	2078	27760
D	2079	27761
D	2080	27764
D	2081	27765
D	2082	27766
D	2083	27767
D	2084	3472
D	2085	6946
D	2086	13894
D	2087	27790
D	2088	27791
D	2089	3474
D	2090	6950
D	2091	13902
D	2092	13903
D	2093	3476
D	2094	6954
D	2095	13910
D	2096	27822
D	2097	27823
D	2098	3478
D	2099	6958
D	2100	13918
D	2101	27838
D	2102	27839
D	2103	1741
D	2104	3481
D	2105	13921
D	2106	27840
D	2107	27841
D	2108	27844
D	2109	27845
D	2110	27846
D	2111	27847
D	2112	1743
D	2113	3485
D	2114	13937
D	2115	27872
D	2116	27873
D	2117	27876
D	2118	27877
D	2119	27878
D	2120	27879
D	2121	1744
D	2122	3491
D	2123	13961
D	2124	27920
D	2125	27921
D	2126	27924
D	2127	27925
D	2128	27926
D	2129	27927
D	2130	1746
D	2131	3495
D	2132	13977
D	2133	27952
D	2134	27953
D	2135	27956
D	2136	27957
D	2137	27958
D	2138	27959
D	2139	1748
D	2140	3499
D	2141	13993
D	2142	27984
D	2143	27985
D	2144	27988
D	2145	27989
D	2146	27990
D	2147	27991
D	2148	1750
D	2149	3503
D	2150	14009
D	2151	28016
D	2152	28017
D	2153	28020
D	2154	28021
D	2155	28022
D	2156	28023
D	2157	3504
D	2158	7010
D	2159	14022
D	2160	28046
D	2161	28047
D	2162	3506
D	2163	7014
D	2164	14030
D	2165	14031
D	2166	3508
D	2167	7018
D	2168	14038
D	2169	28078
D	2170	28079
D	2171	3510
D	2172	7022
D	2173	14046
D	2174	28094
D	2175	28095
D	2176	1756
D	2177	3515
D	2178	14057
D	2179	28112
D	2180	28113
D	2181	28116
D	2182	28117
D	2183	28118
D	2184	28119
D	2185	1758
D	2186	3519
D	2187	14073
D	2188	28144
D	2189	28145
D	2190	28148
D	2191	28149
D	2192	28150
D	2193	28151
D	2194	1760
D	2195	3523
D	2196	14089
D	2197	28176
D	2198	28177
D	2199	28180
D	2200	28181
D	2201	28182
D	2202	28183
D	2203	1762
D	2204	3527
D	2205	14105
D	2206	28208
D	2207	28209
D	2208	28212
D	2209	28213
D	2210	28214
D	2211	28215
D	2212	1764
D	2213	3531
D	2214	14121
D	2215	28240
D	2216	28241
D	2217	28244
D	2218	28245
D	2219	28246
D	2220	28247
D	2221	1766
D	2222	3535
D	2223	14137
D	2224	28272
D	2225	28273
D	2226	28276
D	2227	28277
D	2228	28278
D	2229	28279
D	2230	3536
D	2231	7074
D	2232	14150
D	2233	28302
D	2234	28303
D	2235	3538
D	2236	7078
D	2237	14158
D	2238	14159
D	2239	3540
D	2240	7082
D	2241	14166
D	2242	28334
D	2243	28335
D	2244	3542
D	2245	7086
D	2246	14174
D	2247	28350
D	2248	28351
D	2249	1773
D	2250	3545
D	2251	14177
D	2252	28352
D	2253	28353
D	2254	28356
D	2255	28357
D	2256	28358
D	2257	28359
D	2258	1775
D	2259	3549
D	2260	14193
D	2261	28384
D	2262	28385
D	2263	28388
D	2264	28389
D	2265	28390
D	2266	28391
D	2267	1776
D	2268	3555
D	2269	14217
D	2270	28432
D	2271	28433
D	2272	28436
D	2273	28437
D	2274	28438
D	2275	28439
D	2276	1778
D	2277	3559
D	2278	14233
D	2279	28464
D	2280	28465
D	2281	28468
D	2282	28469
D	2283	28470
D	2284	28471
D	2285	1780
D	2286	3563
D	2287	14249
D	2288	28496
D	2289	28497
D	2290	28500
D	2291	28501
D	2292	28502
D	2293	28503
D	2294	1782
D	2295	3567
D	2296	14265
D	2297	28528
D	2298	28529
D	2299	28532
D	2300	28533
D	2301	28534
D	2302	28535
D	2303	3568
D	2304	7138
D	2305	14278
D	2306	28558
D	2307	28559
D	2308	3570
D	2309	7142
D	2310	14286
D	2311	14287
D	2312	3572
D	2313	7146
D	2314	14294
D	2315	28590
D	2316	28591
D	2317	3574
D	2318	7150
D	2319	14302
D	2320	28606
D	2321	28607
D	2322	1789
D	2323	3577
D	2324	14305
D	2325	28608
D	2326	28609
D	2327	28612
D	2328	28613
D	2329	28614
D	2330	28615
D	2331	1791
D	2332	3581
D	2333	14321
D	2334	28640
D	2335	28641
D	2336	28644
D	2337	28645
D	2338	28646
D	2339	28647
E	0	8
E	1	1152
E	2	2307
E	3	9225
E	4	18448
E	5	18449
E	6	18452
E	7	18453
E	8	18454
E	9	18455
E	10	1154
E	11	2311
E	12	9241
E	13	18480
E	14	18481
E	15	18484
E	16	18485
E	17	18486
E	18	18487
E	19	1156
E	20	2315
E	21	9257
E	22	18512
E	23	18513
E	24	18516
E	25	18517
E	26	18518
E	27	18519
E	28	1158
E	29	2319
E	30	9273
E	31	18544
E	32	18545
E	33	18548
E	34	18549
E	35	18550
E	36	18551
E	37	1161
E	38	2321
E	39	9281
E	40	18560
E	41	18561
E	42	18564
E	43	18565
E	44	18566
E	45	18567
E	46	1163
E	47	2325
E	48	9297
E	49	18592
E	50	18593
E	51	18596
E	52	18597
E	53	18598
E	54	18599
E	55	2328
E	56	4658
E	57	9318
E	58	18638
E	59	18639
E	60	2330
E	61	4662
E	62	9326
E	63	9327
E	64	2332
E	65	4666
E	66	9334
E	67	18670
E	68	18671
E	69	2334
E	70	4670
E	71	9342
E	72	18686
E	73	18687
E	74	1169
E	75	2337
E	76	9345
E	77	18688
E	78	18689
E	79	18692
E	80	18693
E	81	18694
E	82	18695
E	83	1171
E	84	2341
E	85	9361
E	86	18720
E	87	18721
E	88	18724
E	89	18725
E	90	18726
E	91	18727
E	92	2344
E	93	4690
E	94	9382
E	95	18766
E	96	18767
E	97	2346
E	98	4694
E	99	9390
E	100	9391
E	101	2348
E	102	4698
E	103	9398
E	104	18798
E	105	18799
E	106	2350
E	107	4702
E	108	9406
E	109	18814
E	110	18815
E	111	588
E	112	4712
E	113	9426
E	114	9427
E	115	4715
E	116	18856
E	117	18857
E	118	18858
E	119	18859
E	120	4717
E	121	9432
E	122	18866
E	123	18867
E	124	9436
E	125	9437
E	126	9439
E	127	18876
E	128	18877
E	129	590
E	130	4728
E	131	9458
E	132	9459
E	133	4731
E	134	18920
E	135	18921
E	136	18922
E	137	18923
E	138	4733
E	139	9464
E	140	18930
E	141	18931
E	142	9468
E	143	9469
E	144	9471
E	145	18940
E	146	18941
E	147	1185
E	148	2369
E	149	9473
E	150	18944
E	151	18945
E	152	18948
E	153	18949
E	154	18950
E	155	18951
E	156	1187
E	157	2373
E	158	9489
E	159	18976
E	160	18977
E	161	18980
E	162	18981
E	163	18982
E	164	18983
E	165	2376
E	166	4754
E	167	9510
E	168	19022
E	169	19023
E	170	2378
E	171	4758
E	172	9518
E	173	9519
E	174	2380
E	175	4762
E	176	9526
E	177	19054
E	178	19055
E	179	2382
E	180	4766
E	181	9534
E	182	19070
E	183	19071
E	184	597
E	185	4768
E	186	9538
E	187	9539
E	188	4771
E	189	19080
E	190	19081
E	191	19082
E	192	19083
E	193	4772
E	194	9546
E	195	9547
E	196	9548
E	197	9549
E	198	19100
E	199	19101
E	200	19102
E	201	19103
E	202	599
E	203	4784
E	204	9570
E	205	9571
E	206	4787
E	207	19144
E	208	19145
E	209	19146
E	210	19147
E	211	4788
E	212	9578
E	213	9579
E	214	9580
E	215	9581
E	216	19164
E	217	19165
E	218	19166
E	219	19167
E	220	1201
E	221	2401
E	222	9601
E	223	19200
E	224	19201
E	225	19204
E	226	19205
E	227	19206
E	228	19207
E	229	1203
E	230	2405
E	231	9617
E	232	19232
E	233	19233
E	234	19236
E	235	19237
E	236	19238
E	237	19239
E	238	2408
E	239	4818
E	240	9638
E	241	19278
E	242	19279
E	243	2410
E	244	4822
E	245	9646
E	246	9647
E	247	2412
E	248	4826
E	249	9654
E	250	19310
E	251	19311
E	252	2414
E	253	4830
E	254	9662
E	255	19326
E	256	19327
E	257	604
E	258	4840
E	259	9682
E	260	9683
E	261	4843
E	262	19368
E	263	19369
E	264	19370
E	265	19371
E	266	4845
E	267	9688
E	268	19378
E	269	19379
E	270	9692
E	271	9693
E	272	9695
E	273	19388
E	274	19389
E	275	606
E	276	4856
E	277	9714
E	278	9715
E	279	4859
E	280	19432
E	281	19433
E	282	19434
E	283	19435
E	284	4861
E	285	9720
E	286	19442
E	287	19443
E	288	9724
E	289	9725
E	290	9727
E	291	19452
E	292	19453
E	293	1217
E	294	2433
E	295	9729
E	296	19456
E	297	19457
E	298	19460
E	299	19461
E	300	19462
E	301	19463
E	302	1219
E	303	2437
E	304	9745
E	305	19488
E	306	19489
E	307	19492
E	308	19493
E	309	19494
E	310	19495
E	311	2440
E	312	4882
E	313	9766
E	314	19534
E	315	19535
E	316	2442
E	317	4886
E	318	9774
E	319	9775
E	320	2444
E	321	4890
E	322	9782
E	323	19566
E	324	19567
E	325	2446
E	326	4894
E	327	9790
E	328	19582
E	329	19583
E	330	613
E	331	4896
E	332	9794
E	333	9795
E	334	4899
E	335	19592
E	336	19593
E	337	19594
E	338	19595
E	339	4900
E	340	9802
E	341	9803
E	342	9804
E	343	9805
E	344	19612
E	345	19613
E	346	19614
E	347	19615
E	348	615
E	349	4912
E	350	9826
E	351	9827
E	352	4915
E	353	19656
E	354	19657
E	355	19658
E	356	19659
E	357	4916
E	358	9834
E	359	9835
E	360	9836
E	361	9837
E	362	19676
E	363	19677
E	364	19678
E	365	19679
E	366	1233
E	367	2465
E	368	9857
E	369	19712
E	370	19713
E	371	19716
E	372	19717
E	373	19718
E	374	19719
E	375	1235
E	376	2469
E	377	9873
E	378	19744
E	379	19745
E	380	19748
E	381	19749
E	382	19750
E	383	19751
E	384	2472
E	385	4946
E	386	9894
E	387	19790
E	388	19791
E	389	2474
E	390	4950
E	391	9902
E	392	9903
E	393	2476
E	394	4954
E	395	9910
E	396	19822
E	397	19823
E	398	2478
E	399	4958
E	400	9918
E	401	19838
E	402	19839
E	403	620
E	404	4968
E	405	9938
E	406	9939
E	407	4971
E	408	19880
E	409	19881
E	410	19882
E	411	19883
E	412	4973
E	413	9944
E	414	19890
E	415	19891
E	416	9948
E	417	9949
E	418	9951
E	419	19900
E	420	19901
E	421	622
E	422	4984
E	423	9970
E	424	9971
E	425	4987
E	426	19944
E	427	19945
E	428	19946
E	429	19947
E	430	4989
E	431	9976
E	432	19954
E	433	19955
E	434	9980
E	435	9981
E	436	9983
E	437	19964
E	438	19965
E	439	1249
E	440	2497
E	441	9985
E	442	19968
E	443	19969
E	444	19972
E	445	19973
E	446	19974
E	447	19975
E	448	1251
E	449	2501
E	450	10001
E	451	20000
E	452	20001
E	453	20004
E	454	20005
E	455	20006
E	456	20007
E	457	2504
E	458	5010
E	459	10022
E	460	20046
E	461	20047
E	462	2506
E	463	5014
E	464	10030
E	465	10031
E	466	2508
E	467	5018
E	468	10038
E	469	20078
E	470	20079
E	471	2510
E	472	5022
E	473	10046
E	474	20094
E	475	20095
E	476	629
E	477	5024
E	478	10050
E	479	10051
E	480	5027
E	481	20104
E	482	20105
E	483	20106
E	484	20107
E	485	5028
E	486	10058
E	487	10059
E	488	10060
E	489	10061
E	490	20124
E	491	20125
E	492	20126
E	493	20127
E	494	631
E	495	5040
E	496	10082
E	497	10083
E	498	5043
E	499	20168
E	500	20169
E	501	20170
E	502	20171
E	503	5044
E	504	10090
E	505	10091
E	506	10092
E	507	10093
E	508	20188
E	509	20189
E	510	20190
E	511	20191
E	512	1265
E	513	2529
E	514	10113
E	515	20224
E	516	20225
E	517	20228
E	518	20229
E	519	20230
E	520	20231
E	521	1267
E	522	2533
E	523	10129
E	524	20256
E	525	20257
E	526	20260
E	527	20261
E	528	20262
E	529	20263
E	530	2536
E	531	5074
E	532	10150
E	533	20302
E	534	20303
E	535	2538
E	536	5078
E	537	10158
E	538	10159
E	539	2540
E	540	5082
E	541	10166
E	542	20334
E	543	20335
E	544	2542
E	545	5086
E	546	10174
E	547	20350
E	548	20351
E	549	637
E	550	5088
E	551	10178
E	552	10179
E	553	5091
E	554	20360
E	555	20361
E	556	20362
E	557	20363
E	558	5092
E	559	10186
E	560	10187
E	561	10188
E	562	10189
E	563	20380
E	564	20381
E	565	20382
E	566	20383
E	567	639
E	568	5104
E	569	10210
E	570	10211
E	571	5107
E	572	20424
E	573	20425
E	574	20426
E	575	20427
E	576	5108
E	577	10218
E	578	10219
E	579	10220
E	580	10221
E	581	20444
E	582	20445
E	583	20446
E	584	20447
E	585	10
E	586	1408
E	587	2819
E	588	11273
E	589	22544
E	590	22545
E	591	22548
E	592	22549
E	593	22550
E	594	22551
E	595	1410
E	596	2823
E	597	11289
E	598	22576
E	599	22577
E	600	22580
E	601	22581
E	602	22582
E	603	22583
E	604	1412
E	605	2827
E	606	11305
E	607	22608
E	608	22609
E	609	22612
E	610	22613
E	611	22614
E	612	22615
E	613	1414
E	614	2831
E	615	11321
E	616	22640
E	617	22641
E	618	22644
E	619	22645
E	620	22646
E	621	22647
E	622	1417
E	623	2833
E	624	11329
E	625	22656
E	626	22657
E	627	22660
E	628	22661
E	629	22662
E	630	22663
E	631	1419
E	632	2837
E	633	11345
E	634	22688
E	635	22689
E	636	22692
E	637	22693
E	638	22694
E	639	22695
E	640	2840
E	641	5682
E	642	11366
E	643	22734
E	644	22735
E	645	2842
E	646	5686
E	647	11374
E	648	11375
E	649	2844
E	650	5690
E	651	11382
E	652	22766
E	653	22767
E	654	2846
E	655	5694
E	656	11390
E	657	22782
E	658	22783
E	659	1425
E	660	2849
E	661	11393
E	662	22784
E	663	22785
E	664	22788
E	665	22789
E	666	22790
E	667	22791
E	668	1427
E	669	2853
E	670	11409
E	671	22816
E	672	22817
E	673	22820
E	674	22821
E	675	22822
E	676	22823
E	677	2856
E	678	5714
E	679	11430
E	680	22862
E	681	22863
E	682	2858
E	683	5718
E	684	11438
E	685	11439
E	686	2860
E	687	5722
E	688	11446
E	689	22894
E	690	22895
E	691	2862
E	692	5726
E	693	11454
E	694	22910
E	695	22911
E	696	716
E	697	5736
E	698	11474
E	699	11475
E	700	5739
E	701	22952
E	702	22953
E	703	22954
E	704	22955
E	705	5741
E	706	11480
E	707	22962
E	708	22963
E	709	11484
E	710	11485
E	711	11487
E	712	22972
E	713	22973
E	714	718
E	715	5752
E	716	11506
E	717	11507
E	718	5755
E	719	23016
E	720	23017
E	721	23018
E	722	23019
E	723	5757
E	724	11512
E	725	23026
E	726	23027
E	727	11516
E	728	11517
E	729	11519
E	730	23036
E	731	23037
E	732	1441
E	733	2881
E	734	11521
E	735	23040
E	736	23041
E	737	23044
E	738	23045
E	739	23046
E	740	23047
E	741	1443
E	742	2885
E	743	11537
E	744	23072
E	745	23073
E	746	23076
E	747	23077
E	748	23078
E	749	23079
E	750	2888
E	751	5778
E	752	11558
E	753	23118
E	754	23119
E	755	2890
E	756	5782
E	757	11566
E	758	11567
E	759	2892
E	760	5786
E	761	11574
E	762	23150
E	763	23151
E	764	2894
E	765	5790
E	766	11582
E	767	23166
E	768	23167
E	769	725
E	770	5792
E	771	11586
E	772	11587
E	773	5795
E	774	23176
E	775	23177
E	776	23178
E	777	23179
E	778	5796
E	779	11594
E	780	11595
E	781	11596
E	782	11597
E	783	23196
E	784	23197
E	785	23198
E	786	23199
E	787	727
E	788	5808
E	789	11618
E	790	11619
E	791	5811
E	792	23240
E	793	23241
E	794	23242
E	795	23243
E	796	5812
E	797	11626
E	798	11627
E	799	11628
E	800	11629
E	801	23260
E	802	23261
E	803	23262
E	804	23263
E	805	1457
E	806	2913
E	807	11649
E	808	23296
E	809	23297
E	810	23300
E	811	23301
E	812	23302
E	813	23303
E	814	1459
E	815	2917
E	816	11665
E	817	23328
E	818	23329
E	819	23332
E	820	23333
E	821	23334
E	822	23335
E	823	2920
E	824	5842
E	825	11686
E	826	23374
E	827	23375
E	828	2922
E	829	5846
E	830	11694
E	831	11695
E	832	2924
E	833	5850
E	834	11702
E	835	23406
E	836	23407
E	837	2926
E	838	5854
E	839	11710
E	840	23422
E	841	23423
E	842	732
E	843	5864
E	844	11730
E	845	11731
E	846	5867
E	847	23464
E	848	23465
E	849	23466
E	850	23467
E	851	5869
E	852	11736
E	853	23474
E	854	23475
E	855	11740
E	856	11741
E	857	11743
E	858	23484
E	859	23485
E	860	734
E	861	5880
E	862	11762
E	863	11763
E	864	5883
E	865	23528
E	866	23529
E	867	23530
E	868	23531
E	869	5885
E	870	11768
E	871	23538
E	872	23539
E	873	11772
E	874	11773
E	875	11775
E	876	23548
E	877	23549
E	878	1473
E	879	2945
E	880	11777
E	881	23552
E	882	23553
E	883	23556
E	884	23557
E	885	23558
E	886	23559
E	887	1475
E	888	2949
E	889	11793
E	890	23584
E	891	23585
E	892	23588
E	893	23589
E	894	23590
E	895	23591
E	896	2952
E	897	5906
E	898	11814
E	899	23630
E	900	23631
E	901	2954
E	902	5910
E	903	11822
E	904	11823
E	905	2956
E	906	5914
E	907	11830
E	908	23662
E	909	23663
E	910	2958
E	911	5918
E	912	11838
E	913	23678
E	914	23679
E	915	741
E	916	5920
E	917	11842
E	918	11843
E	919	5923
E	920	23688
E	921	23689
E	922	23690
E	923	23691
E	924	5924
E	925	11850
E	926	11851
E	927	11852
E	928	11853
E	929	23708
E	930	23709
E	931	23710
E	932	23711
E	933	743
E	934	5936
E	935	11874
E	936	11875
E	937	5939
E	938	23752
E	939	23753
E	940	23754
E	941	23755
E	942	5940
E	943	11882
E	944	11883
E	945	11884
E	946	11885
E	947	23772
E	948	23773
E	949	23774
E	950	23775
E	951	1489
E	952	2977
E	953	11905
E	954	23808
E	955	23809
E	956	23812
E	957	23813
E	958	23814
E	959	23815
E	960	1491
E	961	2981
E	962	11921
E	963	23840
E	964	23841
E	965	23844
E	966	23845
E	967	23846
E	968	23847
E	969	2984
E	970	5970
E	971	11942
E	972	23886
E	973	23887
E	974	2986
E	975	5974
E	976	11950
E	977	11951
E	978	2988
E	979	5978
E	980	11958
E	981	23918
E	982	23919
E	983	2990
E	984	5982
E	985	11966
E	986	23934
E	987	23935
E	988	748
E	989	5992
E	990	11986
E	991	11987
E	992	5995
E	993	23976
E	994	23977
E	995	23978
E	996	23979
E	997	5997
E	998	11992
E	999	23986
E	1000	23987
E	1001	11996
E	1002	11997
E	1003	11999
E	1004	23996
E	1005	23997
E	1006	750
E	1007	6008
E	1008	12018
E	1009	12019
E	1010	6011
E	1011	24040
E	1012	24041
E	1013	24042
E	1014	24043
E	1015	6013
E	1016	12024
E	1017	24050
E	1018	24051
E	1019	12028
E	1020	12029
E	1021	12031
E	1022	24060
E	1023	24061
E	1024	1505
E	1025	3009
E	1026	12033
E	1027	24064
E	1028	24065
E	1029	24068
E	1030	24069
E	1031	24070
E	1032	24071
E	1033	1507
E	1034	3013
E	1035	12049
E	1036	24096
E	1037	24097
E	1038	24100
E	1039	24101
E	1040	24102
E	1041	24103
E	1042	3016
E	1043	6034
E	1044	12070
E	1045	24142
E	1046	24143
E	1047	3018
E	1048	6038
E	1049	12078
E	1050	12079
E	1051	3020
E	1052	6042
E	1053	12086
E	1054	24174
E	1055	24175
E	1056	3022
E	1057	6046
E	1058	12094
E	1059	24190
E	1060	24191
E	1061	757
E	1062	6048
E	1063	12098
E	1064	12099
E	1065	6051
E	1066	24200
E	1067	24201
E	1068	24202
E	1069	24203
E	1070	6052
E	1071	12106
E	1072	12107
E	1073	12108
E	1074	12109
E	1075	24220
E	1076	24221
E	1077	24222
E	1078	24223
E	1079	759
E	1080	6064
E	1081	12130
E	1082	12131
E	1083	6067
E	1084	24264
E	1085	24265
E	1086	24266
E	1087	24267
E	1088	6068
E	1089	12138
E	1090	12139
E	1091	12140
E	1092	12141
E	1093	24284
E	1094	24285
E	1095	24286
E	1096	24287
E	1097	1521
E	1098	3041
E	1099	12161
E	1100	24320
E	1101	24321
E	1102	24324
E	1103	24325
E	1104	24326
E	1105	24327
E	1106	1523
E	1107	3045
E	1108	12177
E	1109	24352
E	1110	24353
E	1111	24356
E	1112	24357
E	1113	24358
E	1114	24359
E	1115	3048
E	1116	6098
E	1117	12198
E	1118	24398
E	1119	24399
E	1120	3050
E	1121	6102
E	1122	12206
E	1123	12207
E	1124	3052
E	1125	6106
E	1126	12214
E	1127	24430
E	1128	24431
E	1129	3054
E	1130	6110
E	1131	12222
E	1132	24446
E	1133	24447
E	1134	765
E	1135	6112
E	1136	12226
E	1137	12227
E	1138	6115
E	1139	24456
E	1140	24457
E	1141	24458
E	1142	24459
E	1143	6116
E	1144	12234
E	1145	12235
E	1146	12236
E	1147	12237
E	1148	24476
E	1149	24477
E	1150	24478
E	1151	24479
E	1152	767
E	1153	6128
E	1154	12258
E	1155	12259
E	1156	6131
E	1157	24520
E	1158	24521
E	1159	24522
E	1160	24523
E	1161	6132
E	1162	12266
E	1163	12267
E	1164	12268
E	1165	12269
E	1166	24540
E	1167	24541
E	1168	24542
E	1169	24543
E	1170	12
E	1171	1664
E	1172	3331
E	1173	13321
E	1174	26640
E	1175	26641
E	1176	26644
E	1177	26645
E	1178	26646
E	1179	26647
E	1180	1666
E	1181	3335
E	1182	13337
E	1183	26672
E	1184	26673
E	1185	26676
E	1186	26677
E	1187	26678
E	1188	26679
E	1189	1668
E	1190	3339
E	1191	13353
E	1192	26704
E	1193	26705
E	1194	26708
E	1195	26709
E	1196	26710
E	1197	26711
E	1198	1670
E	1199	3343
E	1200	13369
E	1201	26736
E	1202	26737
E	1203	26740
E	1204	26741
E	1205	26742
E	1206	26743
E	1207	1673
E	1208	3345
E	1209	13377
E	1210	26752
E	1211	26753
E	1212	26756
E	1213	26757
E	1214	26758
E	1215	26759
E	1216	1675
E	1217	3349
E	1218	13393
E	1219	26784
E	1220	26785
E	1221	26788
E	1222	26789
E	1223	26790
